TouchpointID,CustomerID,Channel,InteractionDate,CampaignName,Cost,Conversion
1082,CUST121,ppc,2024/05/28,,19.84915108835917,No
1083,CUST141,Email,2024/05/17,Spring Sale,26.73224816293561,No
1084,,Display,2024-06-20,New Year Blast,14.546830689525454,Yess
1085,CUST147,SEO,2024/06/05,Winter Promo,33.15154703979619,Yes
1086,CUST121,PPC,2024/06/21,Spring Sale,13.508934501032561,Yes
1087,CUST122,PayPerClick,2024/06/05,New Year Blast 2024,3.8098645413605547,No
1088,CUST103,Display,06/17/2024,Product Launch,38.06724059952107,No
1089,CUST147,Email,2024-06-22,New Year Blast 2024,36.722817791755475,No
1090,CUST125,ppc,06/26/2024,Winter Promo,38.93712882660038,Yes
1091,CUST124,SEO,2024/07/02,Spring Sale,3.0747461831626777,No
1092,CUST141,Social,2024-06-29,Winter Promo,19.366674532139402,No
1093,CUST142,Display,2024/07/03,Winter Promo,17.46386656525568,Yes
1094,CUST145,Social,07/17/2024,Winter Promo,5.445752418344525,No
1095,CUST118,PPC,06/27/2024,Product Launch,10.456958957537099,Yes
1096,CUST107,PPC,07/12/2024,Winter Promo,18.542985561369125,No
1097,CUST141,SEO,2024-08-04,Spring Sale,9.156533108909642,No
1098,CUST113,Email,2024/06/26,Spring Sale,30.8627609943493,Yes
1099,CUST149,Display,07/07/2024,Product Launch 2024,47.50971201109856,No
1100,CUSY137,seo,06/21/2024,Winter Promo,23.592431004794395,No
