user_id,segment
763,new
764,returning
765,new
766,new
767,returning
768,returning
769,new
770,returning
771,new
772,returning
773,new
774,new
775,returning
776,new
777,new
778,returning
779,returning
780,returning
781,returning
782,new
783,new
784,new
785,new
786,returning
787,new
788,new
789,new
790,returning
791,new
792,new
793,new
794,returning
795,new
796,returning
797,returning
798,new
799,returning
800,returning
801,returning
802,new
803,new
804,returning
805,new
806,returning
807,returning
808,returning
809,new
810,new
811,returning
812,returning
813,new
814,returning
815,returning
816,new
817,new
818,new
819,new
820,new
821,returning
822,new
823,new
824,new
825,new
826,returning
827,new
828,new
829,returning
830,new
831,new
832,new
833,new
834,new
835,new
836,new
837,returning
838,new
839,new
840,returning
841,new
842,returning
843,new
844,returning
845,new
846,new
847,new
848,returning
849,new
850,new
851,new
852,returning
853,new
854,returning
855,new
856,new
857,new
858,new
859,new
860,new
861,returning
862,new
863,new
864,new
865,new
866,new
867,new
868,new
869,returning
870,returning
871,new
872,new
873,returning
874,new
875,new
876,new
877,returning
878,returning
879,new
880,new
881,new
882,returning
883,new
884,new
885,returning
886,new
887,returning
888,new
889,new
890,new
891,returning
892,returning
893,returning
894,new
895,returning
896,new
897,new
898,returning
899,new
900,new
901,new
902,new
903,new
904,new
905,new
906,returning
907,returning
908,new
909,new
910,new
911,new
912,new
913,returning
914,new
915,new
916,new
917,new
918,returning
919,returning
920,new
921,returning
922,new
923,returning
924,returning
925,new
926,new
927,new
928,new
929,returning
930,new
931,new
932,returning
933,returning
934,new
935,new
936,new
937,new
938,returning
939,new
940,new
941,new
942,new
943,returning
944,returning
945,new
946,new
947,new
948,returning
949,returning
950,new
951,returning
952,returning
953,new
954,returning
955,new
956,new
957,new
958,new
959,new
960,returning
961,new
962,returning
963,new
964,new
965,new
966,new
967,returning
968,new
969,new
970,new
971,returning
972,returning
973,returning
974,new
975,new
976,new
977,new
978,new
979,new
980,new
981,new
982,returning
983,new
984,new
985,returning
986,new
987,returning
988,new
989,new
990,returning
991,returning
992,returning
993,new
994,new
995,new
996,new
997,returning
998,new
999,returning
1000,new
