user_id,date_id,hours_watched,lessons_completed,churned
138,86,14.084677596585314,3,0
139,21,7.4213437368335295,3,0
140,50,5.569652791976283,3,0
141,39,3.630410398157739,3,0
142,20,3.4014525392498207,4,0
143,88,2.60936274526496,5,0
144,87,3.907206785250059,4,1
145,7,2.2244784823489567,2,1
146,9,1.1094278507415964,3,0
147,1,3.2061948949461416,4,0
148,26,4.142402916851481,2,0
149,38,6.468524488372859,3,0
150,38,1.6798971382039096,0,0
151,61,3.421915150735823,8,0
152,44,4.860553141719687,4,0
153,86,4.784371317430197,3,0
154,44,9.428590708072242,8,0
155,74,2.650079392590355,5,1
156,62,1.5565207474474516,3,0
157,6,3.592318158866786,5,0
158,17,2.7605504947895825,1,0
159,51,2.389265478139307,4,0
160,38,2.1344664179066375,3,0
161,24,4.1544243867795085,1,0
162,51,1.8935058415329984,3,0
163,10,5.566296232199701,4,0
164,72,5.386700956454331,1,0
165,21,4.427000331323264,6,0
166,70,1.3685648226570484,2,0
167,85,4.020071859543399,4,0
168,57,6.760318280782364,4,0
169,39,5.842580297325076,6,0
170,88,5.293527890885306,3,0
171,33,3.3836263131931,3,0
172,59,3.2711550956556477,2,1
173,18,7.501732316663811,7,1
174,56,4.107097185496335,2,0
175,57,4.144242567017478,4,1
176,76,16.70816995002571,5,0
177,48,2.6048776039932426,2,1
178,42,0.32505912355475824,5,0
179,27,2.912770495025953,5,0
180,74,3.0460072006538588,3,0
181,52,4.063288509872195,4,0
182,42,4.752834789752329,4,0
183,32,0.4084077855821177,2,1
184,26,4.821312308373387,3,0
185,25,3.187324441334768,3,0
186,75,2.699907282304782,3,0
187,23,0.6774575525180175,6,0
188,57,8.543590741213903,1,0
189,52,2.3634072869151463,2,0
190,87,5.342401107653324,3,0
191,31,1.6586217319079397,1,0
192,64,4.19153632236822,6,0
193,71,2.73368762008366,4,0
194,33,5.230583099152014,3,0
195,85,2.6624781979987615,9,1
196,2,1.5918885066827562,5,0
197,18,3.2970623196497213,6,0
198,47,3.174178744438793,5,0
199,33,3.995816428816886,3,0
200,84,6.331593430399143,4,0
201,35,1.2899684642663534,5,0
202,51,6.1172949639349445,7,0
203,18,1.112688607485618,1,0
204,88,5.093209872432504,6,0
205,72,5.203200164414215,3,0
206,30,2.264107202685249,5,0
207,44,1.732961543641941,3,0
208,53,1.654687465586994,5,0
209,10,3.532621529255533,4,0
210,87,5.435363889999399,6,1
211,52,2.9808113998292955,4,0
212,49,0.27930307541748317,6,0
213,11,2.144629241745265,5,0
214,66,2.0829314558323953,2,0
215,58,4.730549460888089,1,0
216,90,4.90102119485042,1,0
217,36,3.7326971215095703,3,0
218,33,6.124938619590149,5,0
219,47,6.432332314781354,3,0
220,13,2.2495754467967712,5,0
221,40,1.6229465235631118,4,0
222,89,3.1412466816157028,3,1
223,68,3.727293984177113,6,0
224,42,2.1587756404750174,5,1
225,19,19.260474066125123,6,1
226,82,8.222781885945036,2,1
227,19,1.9970195505093589,5,1
228,58,1.3401644582997183,6,0
229,23,1.8653850676908224,3,0
230,54,6.5087231396517975,5,0
231,80,6.613983926219398,5,0
232,65,8.287998326630051,6,1
233,12,1.5813209903631482,3,1
234,24,4.717533839491822,6,0
235,34,1.7113386831892086,11,0
236,53,9.455374423814325,5,0
237,8,1.6294044856798648,6,0
238,18,1.072251790156491,5,0
239,57,1.2714149115122289,5,0
240,5,3.3079787054577965,2,1
241,26,5.383027542911689,10,0
242,30,5.1479856717163015,2,1
243,54,1.3220691218904215,2,0
244,13,2.4594609463869395,2,1
245,83,2.2086324407109434,3,0
246,29,1.1539970433531554,3,1
247,3,2.1662812896087598,3,0
248,90,8.05964120622209,3,0
249,58,1.0097064822155855,7,0
250,76,3.9094913080490796,5,1
251,2,8.180421136822659,6,0
252,75,7.909274006756961,1,0
253,28,9.73864737635978,4,0
254,82,4.185215121969044,3,0
255,77,4.627078615021406,7,1
256,86,2.199417422412295,4,0
257,76,0.9881513244924122,3,0
258,2,2.9769537854912556,7,1
259,7,7.041868787692264,1,0
260,26,0.2729042380591088,4,1
261,90,2.281572204164181,3,0
262,88,4.942417644367886,5,0
263,76,3.3414673365036984,2,0
264,16,7.624508458796117,4,0
265,23,6.568835792658654,4,0
266,40,0.8676971500099483,4,0
267,60,3.5518128768376407,6,0
268,73,1.7845375504352432,8,0
269,32,1.7648641287089495,5,1
270,15,0.9384433081853787,3,0
271,13,3.992803283470398,4,0
272,5,7.728713157858022,4,1
273,75,4.250496907378817,4,0
274,74,0.8790856657528018,7,0
275,52,3.202063597640387,5,1
276,77,4.808346362211661,5,1
277,41,3.024895164348533,6,0
278,53,4.196657573319402,2,0
279,50,1.9107979320157873,7,0
280,15,2.761017956719728,3,0
281,7,2.6293897520339335,5,0
282,40,8.66725286546039,2,0
283,28,1.3486649780998292,4,0
284,32,0.32747475576921453,6,0
285,15,8.30960345138758,6,0
286,85,3.641423842957293,0,0
287,70,1.0983011929409219,0,0
288,65,6.188423011367804,2,0
289,4,5.014788032376573,4,0
290,11,9.591983325461527,3,0
291,26,3.855755399193349,4,0
292,61,14.109915703929493,3,0
293,37,3.045614757858059,8,0
294,23,5.021331491138191,6,0
295,85,5.5282495844842705,3,0
296,40,2.354539213378054,0,0
297,77,2.2943309375715484,2,0
298,23,5.606096880612585,3,0
299,16,1.0070150911229532,6,0
300,61,1.7742386836631305,3,0
301,68,2.9810964786690044,4,0
302,80,9.39755052704841,9,1
303,31,5.608721764916326,7,0
304,53,3.535075533588071,3,0
305,25,2.1788763837376877,2,1
306,44,11.875218869532377,2,1
307,12,3.18604056269218,2,0
308,90,1.7727408953736994,4,0
309,9,13.346948985374357,6,0
310,12,1.0538990275494167,3,0
311,69,7.887844605252807,3,0
312,54,3.370935924297803,5,0
313,54,5.599422861135911,5,0
314,28,4.925797784435626,5,0
315,56,5.543905850961366,7,0
316,69,14.12513847855219,3,1
317,77,12.756939350275873,2,0
318,58,1.8560461207342416,1,0
319,78,4.7951909636576,6,0
320,75,0.5950275913480707,4,0
321,42,5.961071008191426,4,0
322,38,6.93416334963556,6,1
323,68,0.3337882206367705,1,1
324,53,3.2767626354063157,4,0
325,33,5.592358489707333,3,0
326,71,4.32473484792599,4,0
327,56,1.0755324503491024,4,0
328,72,1.1951660464697524,4,0
329,51,2.9883342058220093,2,0
330,74,2.354272260405189,2,0
331,43,2.540500717321473,7,0
332,15,0.93130319149067,7,0
333,38,3.4150560188048282,2,1
334,15,9.445328341280215,5,0
335,5,1.1219243599686726,3,0
336,83,2.7977108188917077,4,0
337,54,5.167797423871089,1,0
338,51,0.7142704889784126,3,0
339,10,3.4410775595355645,5,0
340,12,6.792412892437149,2,1
341,4,1.369761849451931,4,0
342,18,3.696750139394801,5,0
343,80,6.46232164697845,2,0
344,36,13.659172670461972,5,1
345,25,3.5563559895334373,4,1
346,87,1.80948568726199,3,0
347,76,1.822940023955431,4,0
348,36,0.8762645853172396,5,0
349,67,9.953223278245664,5,0
350,9,6.196515770719304,6,0
351,61,1.1948781361873435,0,0
352,53,1.7194765466295723,3,0
353,18,3.5122024982344735,4,0
354,43,6.757653983796134,2,0
355,35,4.8037154218470555,6,1
356,63,4.477209023605848,3,0
357,78,3.881578653602605,5,0
358,4,1.2585999681842541,1,0
359,41,3.5471010641458562,2,0
360,45,3.231383875500835,3,0
361,50,0.863316244747041,3,0
362,79,9.789556942277963,3,0
363,28,2.031258510413802,3,0
364,42,0.8883560313359667,4,0
365,80,2.329245227500383,7,0
366,76,2.711424611321881,4,1
367,69,3.156753702286659,6,0
368,1,2.6753424379857416,5,0
369,39,3.2966230356948296,1,0
370,90,3.7347053942270287,2,1
371,17,3.592355834443088,6,0
372,88,4.453357635922178,3,0
373,35,4.647000509883678,6,1
374,46,4.731027476539648,7,0
375,42,5.591912100202875,5,0
376,39,1.8462153736312423,7,0
377,90,1.904832540416239,2,1
378,49,6.778818820879357,8,0
379,62,2.3880768747137116,7,0
380,38,3.0226166506977714,4,0
381,23,2.816788510102585,5,0
382,22,13.338740302343085,1,0
383,4,1.5815756245498716,3,0
384,49,1.5549267720388738,3,0
385,59,3.305353162304449,2,0
386,73,2.8801190520065902,5,0
387,68,1.1839312176795436,5,1
388,71,3.1014946919201165,2,0
389,87,3.3748818768809286,6,1
390,2,2.1948501729972043,1,0
391,49,2.9593766370403625,4,0
392,88,1.7207111097801813,1,0
393,31,1.1866736719794244,1,0
394,40,2.37329167558008,3,1
395,48,1.367501876571102,3,1
396,51,0.975547513049167,1,0
397,43,0.4729043424654337,5,0
398,55,3.930383684937544,6,0
399,88,2.308638735057604,0,0
400,49,6.806000816971946,2,0
401,90,2.468598580782712,5,0
402,80,3.9164222126628307,3,0
403,57,1.9471560255327236,5,0
404,77,3.227848758120694,2,1
405,15,0.4774457243056385,6,0
406,27,2.344529346530891,4,0
407,68,1.5906879993567276,2,1
408,80,6.340165429141526,4,0
409,64,3.7343102629027376,6,0
410,30,5.745710449837848,5,0
411,36,7.3143697110628,5,0
412,67,2.1901700765945393,6,0
413,86,3.617772417169057,4,1
414,86,1.2521042611525917,8,1
415,49,4.353139802463542,0,0
416,76,4.812294762738989,2,0
417,55,4.142454745114575,1,0
418,85,2.1881364143946684,1,0
419,56,10.391423568204424,6,0
420,68,3.368182773271728,8,0
421,44,1.2590864584678674,3,0
422,31,5.135653698232358,3,0
423,58,6.4688957661301725,8,0
424,87,1.2825681466554337,4,0
425,53,2.7129444014044783,3,0
426,84,0.8700838264800173,9,0
427,79,7.502287738750592,2,0
428,23,3.076858508826029,5,0
429,28,1.5970059183399246,5,0
430,16,6.525804231967211,4,1
431,37,3.2990987862528027,3,0
432,21,5.928091367048177,6,0
433,79,4.551969650882936,3,0
434,17,1.4098305146167964,2,0
435,37,2.1271529978202275,1,0
436,77,1.636454150090305,2,0
437,19,1.1792088371731015,1,1
438,30,0.6500677141126122,3,0
439,45,11.757637001333345,8,0
440,18,4.087357986563627,1,0
441,78,4.531582774129007,4,0
442,62,7.023009669427971,8,0
443,36,2.1093438720267077,3,0
444,84,0.9370556141939934,3,1
445,52,5.574415687357072,7,0
446,19,1.096136202864155,4,1
447,44,5.48318486580604,2,0
448,7,0.7956621165422617,1,0
449,44,1.0203989109187692,7,0
450,68,1.9369412080050579,5,0
451,34,5.340997756984984,2,1
452,66,9.503402240010518,6,0
453,69,4.526393118214812,3,0
454,55,2.0022535440810905,3,1
455,10,6.279896079714718,1,1
456,42,0.770430063249207,5,0
457,41,1.480176209817814,3,1
458,77,3.543041525376681,4,0
459,69,5.701556539486398,4,1
460,10,2.8230609128660253,7,0
461,10,2.5894473928109636,4,1
462,60,2.71214574031466,3,0
463,51,6.980684111608587,2,0
464,21,1.7326186025236854,2,0
465,8,1.3910623964528268,2,0
466,65,2.678285298301664,4,0
467,78,7.641257553870668,4,0
468,85,1.9090138472039757,4,1
469,30,2.705380075687547,4,0
470,85,0.757009127300462,5,0
471,49,2.7957153634953027,3,0
472,9,3.9437171161430813,3,1
473,17,1.09777693337741,1,0
474,69,6.989503733305293,6,0
475,58,3.906352037804412,6,1
476,57,2.1672407252491843,5,0
477,62,3.9279146249277974,4,0
478,52,4.71825910749934,3,0
479,61,0.5514236059987433,2,1
480,40,4.0394764736732975,3,0
481,38,7.46127613106075,4,0
482,43,1.711390240210173,4,1
483,63,2.205827200469471,4,0
484,19,2.5148594215085276,8,0
485,50,5.7459035099252596,3,1
486,33,1.2855690732430167,4,0
487,13,4.5644548293249585,3,0
488,78,2.5529186663554597,5,0
489,62,9.797479157012994,6,1
490,43,2.672950336239714,7,0
491,49,0.2680698427532088,7,0
492,36,5.182492608358552,3,1
493,10,4.39977107278339,3,0
494,6,3.784987292899979,3,0
495,57,7.324924375230517,3,1
496,1,0.6457272139488891,7,0
497,71,1.5001999129608181,4,1
498,58,3.215308436865582,5,0
499,21,3.6367067877134374,2,0
500,80,2.8658662534807906,5,0
501,56,0.7691783952965915,6,0
502,87,2.2236700820014725,10,0
503,20,9.349292293353546,2,0
504,54,1.2284523291139222,6,1
505,25,3.161143256478983,7,0
506,28,4.576619361043821,3,0
507,5,5.631133887580835,5,0
508,21,5.165064001858418,2,0
509,18,2.0918357195626047,4,0
510,47,1.4944121036934277,3,0
511,70,9.848774383097522,3,0
512,57,6.015399886647283,1,0
513,19,3.393584510825641,6,0
514,65,8.17995918505293,3,0
515,3,0.9427815709280535,7,0
516,42,0.27942352440903473,6,1
517,21,3.606028737673754,3,0
518,40,3.7339922721153727,3,0
519,67,0.8561840123370655,2,0
520,25,5.8668345320882525,4,0
521,55,0.4455361556250994,5,0
522,84,4.204017757010957,6,1
523,52,4.912176454797268,5,0
524,44,3.5741114149938076,1,0
525,85,0.7365384534112156,8,0
526,56,7.272712638176099,8,0
527,55,2.1502825183944996,3,1
528,87,2.1559851577785674,6,0
529,70,1.8166316101690894,4,0
530,77,5.290041275021289,3,0
531,87,2.06698400820797,7,0
532,73,1.121693595500983,3,0
533,81,6.341366078939252,4,1
534,66,3.1036630016995916,7,0
535,19,6.492927665968793,4,0
536,83,3.2817074201062852,6,0
537,7,1.712285229944712,5,0
538,63,0.530624984509434,11,0
539,42,3.617465757074005,3,0
540,42,2.519226357931374,4,0
541,59,5.44374995661969,2,0
542,20,1.9879007009541572,3,1
543,73,4.296110239441999,0,0
544,17,3.180707654711641,5,0
545,27,1.5841079965769322,5,0
546,47,2.1224997033168367,2,0
547,2,0.92172674914626,3,0
548,63,10.30019412921338,6,1
549,62,4.229611253594229,3,0
550,19,0.8604827691514763,4,0
551,17,9.955847046347868,5,0
552,69,1.2127364303410229,2,0
553,39,1.9593703821664032,4,0
554,82,2.666912495201266,4,1
555,71,3.239748165847535,6,0
556,81,5.3431039656830706,3,0
557,39,0.39707901569387405,3,0
558,36,3.2787798927051184,5,0
559,40,2.5590100001437293,4,0
560,45,3.665928660581605,5,1
561,4,2.4592497468204453,6,0
562,25,2.201445986427688,5,1
563,69,2.9137284852242966,1,1
564,30,9.596905659725838,5,0
565,76,2.2366516082867007,4,0
566,68,7.052230383428343,0,0
567,88,3.551652160153109,5,1
568,29,3.429211040219574,3,0
569,73,3.691888519275671,4,0
570,68,4.566135044515152,4,0
571,51,2.380714928260018,6,0
572,24,6.728142162645223,5,0
573,14,4.574166350580277,2,0
574,69,1.0053297800325198,2,0
575,18,0.27138397119203744,4,1
576,42,9.403473043763755,6,0
577,57,3.778902305072581,5,0
578,83,0.8868397269690081,5,1
579,12,2.2340729071010004,6,0
580,82,6.013423167938834,4,1
581,17,2.7806608114217757,3,0
582,30,2.9805502571199383,3,0
583,88,5.265524912101585,5,0
584,75,4.047109525907098,4,0
585,23,4.813264354775359,4,1
586,81,5.226860524699421,3,0
587,1,1.7544567826904909,3,0
588,79,1.9003870673342391,1,0
589,32,1.5751070635129505,2,0
590,9,1.990370502846137,7,0
591,15,2.8915993300480785,2,0
592,28,3.0572914492422427,4,0
593,24,8.014293071152382,3,0
594,60,3.906906717668357,3,0
595,35,2.936051650947623,7,0
596,86,1.2831027154879655,3,0
597,27,2.5009777715101635,2,0
598,83,9.873591739917801,1,0
599,76,9.771346805153803,4,0
600,20,2.4764235314369527,2,0
601,65,0.6124681242583833,4,0
602,85,2.2176221881891234,7,0
603,49,8.0725825938382,4,0
604,1,2.907178859117178,5,0
605,10,5.269277709468051,8,1
606,47,3.1718668150753233,4,1
607,59,0.8152561884319439,3,0
608,62,3.258464532432369,7,0
609,86,5.761927854058011,4,1
610,18,1.96688784886864,5,0
611,46,5.657931478315203,8,0
612,32,3.4153071350644804,4,0
613,27,5.4514187638617075,3,0
614,18,4.0894201650190345,1,0
615,39,1.3631751542772215,1,1
616,49,2.521547017632519,8,0
617,82,2.4567930285975654,5,0
618,44,1.8886915408757607,3,0
619,72,3.857982267570072,5,0
620,54,11.040871337654591,4,0
621,34,6.734055669453851,3,0
622,71,7.3478612732729305,1,0
623,36,1.7917092703856978,5,1
624,18,7.429662237194374,3,0
625,38,9.101854900020813,4,0
626,59,1.7411597607912888,9,0
627,9,4.422171219864544,7,0
628,73,4.506197306564097,5,0
629,72,2.6687862351145815,4,1
630,51,3.634772246267843,1,1
631,35,4.664449416413894,7,0
632,82,2.811043747396134,2,0
633,5,6.518772833020671,7,0
634,14,1.010833365703683,4,0
635,30,2.4482798043626417,6,0
636,4,5.342684809673838,5,1
637,39,10.291117536774285,6,0
638,84,6.7984204642177,6,0
639,64,3.5796991657191257,2,0
640,25,2.9171937169348925,5,0
641,28,2.5604406578173906,5,0
642,76,2.572646782180954,7,0
643,66,0.5265180778753665,3,0
644,78,10.016564003422822,2,0
645,22,3.087811453147252,5,0
646,31,1.6473863351871463,7,0
647,23,4.372976727206262,4,0
648,48,1.7636495179035072,5,1
649,20,6.102027608634375,4,0
650,38,1.6934778176417613,6,0
651,55,5.512425823825768,2,0
652,68,2.530786428804134,5,0
653,79,3.9678154605876643,3,0
654,88,5.80402030265938,6,0
655,89,2.087267126891311,4,0
656,1,5.70776910875769,4,0
657,7,0.5545013076685487,7,0
658,57,8.64306354925049,1,0
659,12,6.391705156170009,2,1
660,5,3.0065832982043923,5,0
661,50,7.177456180774819,2,0
662,42,6.681451949923149,5,0
663,12,3.22009949778912,4,0
664,18,3.1938872297145653,0,0
665,66,1.4738720511525136,3,1
666,74,3.3523798573105275,3,1
667,79,0.7876835571077058,1,0
668,17,5.465227437847128,3,0
669,68,5.547005716729894,5,0
670,71,0.5644669269865995,6,0
671,62,8.099754088575763,2,0
672,41,1.9368818873543119,3,1
673,34,17.236291399042436,4,0
674,70,3.8189580111148187,4,0
675,45,8.152424428588795,4,0
676,58,1.4311753721464224,5,0
677,51,2.5263563471271326,0,0
678,34,2.078491986747502,3,0
679,44,0.7724944429910128,5,0
680,15,1.0141175192353287,6,0
681,78,2.917490883055051,8,0
682,70,4.2650637278471795,3,0
683,50,1.294726401945288,4,0
684,32,2.4037399252161267,3,0
685,67,1.7557604855582898,4,0
686,3,3.0695869971652385,4,0
687,86,5.179097063449906,5,0
688,86,3.4863275809025036,3,0
689,74,2.0046391325971387,2,0
690,51,6.532551575729767,5,0
691,67,4.165876603565005,6,0
692,76,3.5630946362623517,1,1
693,48,1.3099245417277687,6,0
694,17,6.07083405667577,6,0
695,7,4.470336333494566,5,0
696,13,4.637051714510418,3,0
697,66,2.7021255365821997,3,0
698,4,2.333888012440057,4,0
699,10,10.050192210670346,3,0
700,88,2.3053239171451434,3,0
701,17,1.07768949021788,1,0
702,52,3.696569930226866,6,1
703,6,3.1995953790073797,5,0
704,83,6.733168224485084,6,0
705,69,2.865386897259934,4,1
706,74,5.064119274790727,6,1
707,9,8.469920856612159,5,0
708,77,4.285514970437393,3,0
709,83,1.3712059169715318,4,0
710,21,4.372767450732685,2,0
711,24,2.4371671755869966,1,1
712,4,3.883372243447058,5,0
713,24,3.2178472116583987,3,0
714,59,1.055590374456245,7,1
715,3,2.852941911142441,8,0
716,68,1.301453942383271,7,0
717,40,2.1654792240196437,6,1
718,48,6.057228808152483,0,1
719,54,3.4099016967531357,3,1
720,35,4.853163774824306,2,0
721,56,3.6178761663715995,6,0
722,89,2.575991030136619,6,0
723,40,3.891367705354112,7,0
724,77,0.6532181441944652,2,1
725,68,5.478391200252739,7,0
726,46,1.6070513732478764,1,0
727,78,4.642111963783359,3,0
728,13,2.496102370451774,3,0
729,27,1.0562634789644327,2,0
730,6,1.8599346900859979,2,0
731,17,4.659057888452037,1,0
732,36,12.215964493642975,3,0
733,81,3.0646925489895387,7,1
734,2,11.283460382648524,7,0
735,77,0.6513370408877809,2,0
736,52,2.6506496154686943,0,0
737,66,3.066590781415195,3,1
738,52,4.831570102464155,6,0
739,43,1.9220858691994052,9,0
740,90,4.155205250681413,2,0
741,22,2.7552776825520784,2,0
742,55,7.390254824048763,4,0
743,67,3.6990248099466605,4,0
744,60,16.316591171108243,2,0
745,58,2.772533185852051,6,1
746,12,7.070263143378649,4,0
747,88,8.614567167890142,2,0
748,69,0.17049843898416514,6,0
749,84,5.430262737652224,3,0
750,39,2.6943229355934983,3,0
751,13,1.2039287114345991,3,0
752,41,7.477192650798778,5,0
753,57,2.0174777645270665,2,0
754,53,0.609718672736063,6,0
755,12,3.765403736205569,3,0
756,13,8.232291160218782,3,0
757,74,1.2192327017651567,1,0
758,57,5.932565642941268,4,0
759,40,0.43754372684659004,7,0
760,80,8.62658206026115,4,0
761,45,4.34682231919096,1,1
762,35,1.1000370016641312,1,1
763,3,5.563002331828687,2,1
764,5,2.1145228086726595,4,0
765,90,1.4753140811624386,8,0
766,11,2.076237426794731,3,0
767,71,5.177509032444266,4,0
768,56,1.3912822192707681,3,0
769,10,0.2574702634516734,4,1
770,34,2.1666370198126224,2,0
771,67,7.684799886254029,4,0
772,72,7.615725634286719,3,0
773,31,2.073767445358814,7,1
774,75,2.012075807985927,3,1
775,71,1.9082204771022901,5,0
776,66,1.8368832620240247,3,1
777,70,1.9469192809065758,0,0
778,41,3.9006706569450884,6,0
779,63,7.810108445022636,7,0
780,32,1.3891578547797527,5,0
781,20,1.6368948835540507,4,0
782,57,4.233626152686354,1,0
783,50,5.387941257771262,8,1
784,80,0.7874564093360584,4,0
785,25,9.783743809767296,0,0
786,12,2.507181626423164,3,0
787,71,0.8687421004964099,3,0
788,39,0.7472047185880514,3,0
789,17,0.6997810180905929,3,0
790,45,6.978156091337765,3,0
791,11,3.431208580392183,5,0
792,70,7.0217305857152885,9,0
793,23,2.9561499270926888,4,0
794,70,6.8882482240524086,1,1
795,38,2.8989270682490274,1,0
796,2,4.817070670565166,3,0
797,86,3.1144459585088917,2,0
798,84,2.762810495971506,3,0
799,89,1.5176028860845536,1,0
800,79,5.294591834181799,5,1
801,72,1.224707523943269,4,0
802,37,5.288384504011036,10,0
803,49,3.5495406072630926,4,0
804,52,5.388282407824322,3,0
805,33,3.782418495941112,5,0
806,22,7.406971504463219,2,0
807,5,4.486767114264553,3,0
808,18,3.6061887664431436,4,0
809,38,0.21738494148164128,2,0
810,37,7.611267207235756,1,0
811,64,0.6911962146872672,5,1
812,10,0.9537564042497786,6,1
813,79,5.748129416607424,7,0
814,42,3.3362000195893304,2,0
815,48,0.7244330896248312,5,0
816,44,2.0096698488029316,5,0
817,82,7.340895486358642,7,1
818,87,3.698611765476547,5,0
819,16,3.3993083860574176,4,0
820,54,1.8043551764261732,7,0
821,35,5.891106271524902,9,0
822,28,3.0253976845345893,3,0
823,2,5.143811676658384,5,0
824,13,1.6447217419141849,3,0
825,41,12.259444204560957,1,0
826,80,8.26037800765289,5,0
827,59,3.669091267441945,3,0
828,69,4.284288188841352,4,0
829,53,2.0260879390373017,6,0
830,45,5.43632284549528,3,0
831,20,0.29158223244600107,4,1
832,24,9.683750118226191,8,1
833,61,5.214843150547985,6,1
834,58,1.3628499916417258,2,0
835,27,9.526621940566669,3,1
836,26,11.571837859863672,6,0
837,7,4.454232768473927,1,1
838,42,1.66972785537624,2,0
839,47,3.4401210696713456,4,1
840,53,4.923564582745179,0,0
841,59,4.188660886120827,2,0
842,38,1.3630407032002168,4,0
843,69,4.860293632716063,7,0
844,87,7.283057975428275,3,0
845,53,1.0745331166111047,3,0
846,15,1.20489908079886,3,0
847,26,1.9552486359819918,6,0
848,48,2.810409673800455,5,0
