AdID,CampaignName,Platform,Date,Impressions,Clicks,Cost,Conversions,CTR
AD1063,ProductLaunch,LinkedIn,01/01/2024,3962,66,177.17704052728226,15,0.016658253407370014
AD1064,ProductLaunch,Meta,01/13/2024,4326,217,101.60856165163356,0,0.05016181229773463
AD1065,ProductLaunch,Meta,01/16/2024,2048,12,205.6547747887726,10,0.005859375
AD1066,SpringPromo,Meta,01/02/2024,2674,196,355.5162588142444,15,0.07329842931937172
AD1067,WinterSale,LinkedIn,2024-01-03,4707,273,180.00549088556258,4,0.0579987253027406
AD1068,WinterSale,Google,01/30/2024,594,11,157.16839844131079,6,0.018518518518518517
AD1069,ProductLaunch,LinkedIn,01/04/2024,2066,30,99.98798953762723,7,0.01452081316553727
AD1070,SpringPromo,Meta,01/09/2024,1013,44,314.4974853685905,19,0.04343534057255676
AD1071,ProductLaunch,Meta,2024-01-31,3186,277,297.678518509484,20,0.0869428750784683
AD1072,SpringPromo,LinkedIn,2024-01-25,1298,67,376.44656816397656,1,0.05161787365177196
AD1073,WinterSale,Google,01/19/2024,2602,162,230.64907237816152,8,
AD1074,ProductLaunch,LinkedIn,01/28/2024,4614,245,238.79828439939342,9,0.053099263112267016
AD1075,SpringPromo,google,2024-01-06,2422,200,411.9986928364447,,0.08257638315441784
AD1076,ProductLaunch,Meta,01/21/2024,572,1,$199.54,9,0.0017482517482517483
AD1077,WinterSale,Meta,2024-01-16,1944,103,391.2297821925235,19,0.05298353909465021
AD1078,WinterSale,LinkedIn,01/24/2024,4488,207,407.06081337989013,11,0.046122994652406414
AD1079,ProductLaunch,Meta,2024-01-23,3079,63,51.99311347011902,6,0.020461188697629102
AD1080,ProductLaunch,Meta,01/17/2024,3998,293,340.1837029368769,10,0.07328664332166084
AD1081,ProductLaunch,LinkedIn,01/16/2024,4810,200,469.47925770494516,19,
AD1082,WinterSale,LinkedIn,01/10/2024,4207,208,318.1522480306171,3,0.049441407178512004
AD1083,SpringPromo,Google,01/18/2024,605,48,432.9797991851832,9,0.07933884297520662
AD1084,ProductLaunch,Facebook,01/18/2024,3763,151,389.3212399561426,14,0.040127557799627955
AD1085,WinterSale,LinkedIn,01/17/2024,4831,437,384.9747422170069,0,0.0904574622231422
AD1086,SpringPromo,LinkedIn,2024-01-19,1259,37,53.765927311573215,3,
AD1087,ProductLaunch,Meta,01/06/2024,4311,337,309.3253575020016,18,0.07817211783808861
AD1088,WinterSale,Facebook,01/06/2024,3916,321,181.33547131319912,4,0.08197139938712972
AD1089,ProductLaunch,Google,2024-01-20,1303,2,170.24372157970146,,0.0015349194167306216
AD1090,ProductLaunch,Google,2024-01-24,3487,184,72.29926787163697,17,0.05276742185259536
AD1091,ProductLaunch,Meta,2024-01-28,3354,15,286.1149637647603,2,0.004472271914132379
AD1092,ProductLaunch,LinkedIn,01/01/2024,4844,449,221.78727515784587,13,0.09269199009083402
AD1093,ProductLaunch,Meta,01/21/2024,1908,15,491.5218156610734,,0.007861635220125786
AD1094,SpringPromo,Meta,01/27/2024,3901,228,450.12471024513076,17,0.058446552166111256
AD1095,SpringPromo,Google,01/07/2024,2265,28,428.70932523771796,14,0.012362030905077263
AD1096,WinterSale,LinkedIn,01/07/2024,1460,33,149.24463563382716,8,0.022602739726027398
AD1097,SpringPromo,Google,2024-01-29,1296,58,260.76364470644114,5,0.044753086419753084
AD1098,SpringPromo,LinkedIn,2024-01-20,3329,27,55.82154787819458,3,0.008110543706818865
AD1099,ProductLaunch,LinkedIn,2024-01-06,2571,196,434.7765651373728,8,0.07623492804356281
AD1100,ProductLaunch,LinkedIn,01/25/2024,1461,141,98.86310635778025,5,0.09650924024640657
AD1101,WinterSale,Google,01/08/2024,1688,40,247.9443178010984,18,0.023696682464454975
AD1102,SpringPromo,LinkedIn,01/16/2024,0,8,128.36476164785506,14,
AD1103,SpringPromo,Meta,01/30/2024,4596,289,210.16351251633526,19,0.06288076588337685
AD1104,ProductLaunch,FB,2024-01-22,1328,128,283.90650451737224,11,0.0963855421686747
AD1105,SpringPromo,Meta,01/15/2024,1012,7,55.46136075359131,,0.00691699604743083
AD1106,SpringPromo,Meta,01/17/2024,2542,150,299.4835688116956,19,0.059008654602675056
AD1107,WinterSale,Meta,01/31/2024,3522,98,379.8973272618226,5,0.027825099375354913
AD1108,WinterSale,Meta,01/04/2024,1220,121,435.759428969177,5,0.09918032786885246
AD1109,ProductLaunch,Google,2024-01-31,4281,315,344.74049389511237,18,
AD1110,WinterSale,LinkedIn,2024-01-06,1996,136,396.2741182357095,19,0.06813627254509018
AD1111,SpringPromo,LinkedIn,01/17/2024,4348,393,280.7782612185273,13,0.09038638454461821
AD1112,WinterSale,LinkedIn,2024-01-06,3005,280,353.14319944497856,1,0.09317803660565724
AD1113,ProductLaunch,Google,01/16/2024,3900,332,418.9643978288228,,0.08512820512820513
AD1114,SpringPromo,LinkedIn,2024-01-03,915,48,97.14713518207515,14,0.05245901639344262
AD1115,SpringPromo,LinkedIn,01/22/2024,3064,139,317.17074875648757,1,0.04536553524804177
AD1116,WinterSale,LinkedIn,01/25/2024,4580,223,70.60683980372417,18,0.048689956331877726
AD1117,ProductLaunch,Google,2024-01-05,4868,436,400.81431018370256,1,0.0895645028759244
AD1118,ProductLaunch,LinkedIn,01/24/2024,2077,128,74.62734722125931,2,0.061627347135291284
AD1119,ProductLaunch,LinkedIn,2024-13-01,4632,249,110.20158962214646,10,0.05375647668393782
AD1120,ProductLaunch,LinkedIn,2024-01-15,4319,14,323.90395151889385,3,0.0032414910858995136
AD1121,SpringPromo,Meta,2024-01-10,3177,159,177.97911676057404,10,0.05004721435316336
AD1122,SpringPromo,Google,2024-01-28,1723,54,270.87288872506264,,0.03134068485200232
AD1123,ProductLaunch,Meta,01/08/2024,632,1,458.68099060379285,8,0.0015822784810126582
AD1124,ProductLaunch,Google,2024-01-13,3292,194,415.60613165463184,15,0.058930741190765495
AD1125,WinterSale,Google,2024-01-25,650,30,488.6218280734572,19,0.046153846153846156
AD1126,SpringPromo,LinkedIn,01/07/2024,1140,85,71.25294899917483,1,0.07456140350877193
AD1127,SpringPromo,LinkedIn,01/15/2024,852,73,66.0641270144126,,0.08568075117370892
AD1128,SpringPromo,Meta,01/22/2024,1374,19,251.50979533391097,14,0.013828238719068414
AD1129,ProductLaunch,Meta,01/19/2024,2464,170,239.1082253427274,,0.0689935064935065
AD1130,ProductLaunch,LinkedIn,2024-01-17,2675,16,294.57282001454143,10,0.005981308411214953
AD1131,ProductLaunch,google,2024-01-20,1490,22,184.26007139288572,7,0.01476510067114094
AD1132,ProductLaunch,LinkedIn,01/11/2024,3353,276,353.86976879550724,10,0.08231434536236207
AD1133,SpringPromo,Meta,01/31/2024,2266,23,344.0279772578203,,
AD1134,WinterSale,Google,2024-01-19,4496,255,156.55182972589728,17,0.056717081850533806
AD1135,SpringPromo,Google,2024-01-02,4752,131,348.83919314863334,8,0.027567340067340067
AD1136,ProductLaunch,FB,2024-01-23,2918,18,267.58340010171514,20,0.00616860863605209
AD1137,SpringPromo,Google,2024-01-05,912,32,220.09962753956097,19,0.03508771929824561
AD1138,WinterSale,Google,2024-13-01,1772,43,419.3045960331104,18,0.024266365688487584
AD1139,SpringPromo,LinkedIn,01/09/2024,2647,142,443.22703012875945,,0.053645636569701546
AD1140,SpringPromo,LinkedIn,01/08/2024,534,49,118.17423788020771,2,0.09176029962546817
AD1141,WinterSale,LinkedIn,2024-01-27,4252,376,106.07687825779016,1,0.08842897460018814
AD1142,ProductLaunch,Google,2024-13-01,4927,116,351.1840377903336,19,0.02354373858331642
AD1143,WinterSale,LinkedIn,01/04/2024,655,14,303.3484534382147,20,0.021374045801526718
AD1144,SpringPromo,Meta,2024-01-09,1144,91,324.5285438391657,12,0.07954545454545454
AD1145,ProductLaunch,LinkedIn,2024-01-22,2987,160,251.88548779678263,,0.053565450284566454
AD1146,SpringPromo,Google,2024-01-18,582,22,477.6210809510767,14,0.037800687285223365
AD1147,SpringPromo,Meta,01/16/2024,863,19,365.9347561614321,3,0.0220162224797219
AD1148,SpringPromo,Google,01/25/2024,4179,401,USD449.94,8,0.09595597032782963
AD1149,WinterSale,Meta,2024-01-23,2838,29,64.08083291226397,0,0.0102184637068358
AD1150,ProductLaunch,LinkedIn,01/16/2024,920,15,334.97159026977243,2,0.016304347826086956
AD1151,SpringPromo,Meta,2024-01-25,831,9,347.4200561862472,0,0.010830324909747292
AD1152,ProductLaunch,Google,01/29/2024,2990,127,129.4637338700684,4,0.04247491638795987
AD1153,SpringPromo,Google,01/25/2024,3705,30,480.341273007924,7,0.008097165991902834
AD1154,ProductLaunch,Meta,01/21/2024,3594,343,221.65756631764438,13,
AD1155,WinterSale,LinkedIn,01/30/2024,1140,43,407.91200776633707,12,0.037719298245614034
AD1156,SpringPromo,Google,2024-01-26,1256,53,199.33680837662794,20,0.04219745222929936
AD1157,WinterSale,Meta,2024-13-01,1705,82,458.3406678681092,3,0.04809384164222874
AD1158,ProductLaunch,LinkedIn,2024-01-03,4217,78,153.63477386149876,4,0.01849656153663742
AD1159,ProductLaunch,Meta,2024-01-24,4957,101,379.59230071267643,15,0.020375226951785355
AD1160,WinterSale,LinkedIn,01/25/2024,3151,252,158.64435900176474,12,0.07997461123452872
AD1161,ProductLaunch,Google,2024-01-05,2233,97,77.63030266993137,12,0.043439319301388266
AD1162,ProductLaunch,Google,2024-01-22,4188,188,230.25919807265973,,0.044890162368672396
AD1163,SpringPromo,Google,2024-13-01,3485,276,374.69796711668107,8,0.07919655667144906
AD1164,ProductLaunch,LinkedIn,2024-01-31,2492,4,258.94183980197545,10,0.0016051364365971107
AD1165,ProductLaunch,Google,01/09/2024,3546,158,-313.67604380721815,6,0.044557247602932885
AD1166,WinterSale,LinkedIn,01/29/2024,1679,66,321.7251765280464,11,0.039309112567004166
AD1167,ProductLaunch,Meta,2024-01-26,2938,188,245.74770738934825,7,0.06398910823689585
AD1168,WinterSale,Google,2024-01-24,2055,53,264.4984669899943,7,0.02579075425790754
AD1169,ProductLaunch,Meta,01/28/2024,2102,69,58.16646842110185,3,0.032825880114176975
AD1170,SpringPromo,Meta,2024-01-12,3525,256,211.84463124260492,5,0.0726241134751773
AD1171,ProductLaunch,Meta,2024-01-25,3006,278,268.2497295490555,15,0.09248170326014638
AD1172,SpringPromo,Google,2024-01-23,4732,63,189.34978998382778,0,0.013313609467455622
AD1173,WinterSale,Google,01/28/2024,4197,247,147.66525062838565,20,0.05885156063855135
AD1174,ProductLaunch,LinkedIn,2024-01-14,3244,78,-402.68959986707085,7,0.02404438964241677
AD1175,SpringPromo,Google,2024-01-06,2396,70,152.43931590820165,17,0.02921535893155259
AD1176,WinterSale,LinkedIn,2024-01-19,1429,64,469.62824141647786,8,0.04478656403079076
AD1177,ProductLaunch,LinkedIn,01/11/2024,2398,84,415.7674117717226,3,0.03502919099249374
AD1178,WinterSale,Google,01/08/2024,1757,11,61.62863597730081,,0.006260671599317018
AD1179,WinterSale,Meta,01/24/2024,2497,160,425.4661040261718,13,0.06407689227072487
AD1180,WinterSale,Meta,01/09/2024,575,44,296.55252065207765,1,0.07652173913043478
AD1181,SpringPromo,LinkedIn,01/24/2024,4530,92,73.11346742942281,6,
AD1182,SpringPromo,Google,01/13/2024,834,12,486.0034764619521,14,0.014388489208633094
AD1183,ProductLaunch,Google,2024-01-02,2176,6,427.77964950255745,7,0.0027573529411764708
AD1184,WinterSale,Google,2024-01-02,3109,204,153.54968129521632,5,0.06561595368285622
AD1185,WinterSale,Google,2024-01-19,678,3,327.51892751638525,14,0.004424778761061947
AD1186,SpringPromo,LinkedIn,01/10/2024,743,46,157.59954181497596,5,
AD1187,WinterSale,Google,2024-01-18,2363,58,206.16966083633596,14,0.02454506982649175
AD1188,WinterSale,Meta,2024-01-18,4713,383,387.60596888356713,14,0.08126458731169106
AD1189,ProductLaunch,LinkedIn,01/11/2024,2247,92,211.056112193876,8,0.040943480195816645
AD1190,SpringPromo,Meta,01/01/2024,2361,169,214.9595465126751,16,0.07157983905124947
AD1191,WinterSale,Meta,2024-13-01,2742,230,279.7965471746311,18,0.08388037928519329
AD1192,ProductLaunch,Meta,01/05/2024,2918,146,USD96.82,3,0.050034270047978065
AD1193,ProductLaunch,LinkedIn,01/13/2024,1140,114,260.89688275791457,19,0.1
AD1194,ProductLaunch,Meta,2024-01-30,999,49,245.33572618038633,3,0.04904904904904905
AD1195,WinterSale,LinkedIn,01/03/2024,2894,102,-238.9706593334352,4,0.035245335176226675
AD1196,WinterSale,Google,2024-01-04,3388,227,116.28492372036548,9,0.06700118063754427
AD1197,SpringPromo,LinkedIn,01/12/2024,3010,69,200.2117085521015,11,0.02292358803986711
AD1198,WinterSale,Meta,2024-01-23,4372,371,461.7661386656785,5,0.08485818847209516
AD1199,WinterSale,Meta,01/09/2024,1929,191,408.9885119642072,12,0.09901503369621566
AD1200,SpringPromo,LinkedIn,2024-01-04,2533,101,409.7901369192499,13,0.03987366758784051
AD1201,SpringPromo,LinkedIn,2024-01-14,2774,189,399.1688053207105,17,0.0681326604181687
AD1202,ProductLaunch,Meta,01/29/2024,969,74,159.77447550400865,12,0.07636738906088751
AD1203,SpringPromo,Google,01/22/2024,3726,285,249.22012437675448,16,0.07648953301127215
AD1204,ProductLaunch,LinkedIn,2024-01-14,1276,4,346.5468332214821,1,0.003134796238244514
AD1205,WinterSale,LinkedIn,2024-01-17,3719,41,499.4906394624607,19,0.011024468943264318
AD1206,ProductLaunch,Meta,2024-01-10,2810,26,484.2194752608027,11,0.009252669039145907
AD1207,WinterSale,LinkedIn,01/15/2024,4270,358,419.1455241038095,6,0.08384074941451991
AD1208,SpringPromo,LinkedIn,01/07/2024,1502,48,359.7120411577682,13,
AD1209,ProductLaunch,Meta,2024-01-27,4434,229,144.62295296109727,13,0.05164636896707262
AD1210,WinterSale,Meta,2024-13-01,684,19,474.9777304117816,20,0.027777777777777776
AD1211,WinterSale,linkedin,2024-01-04,3528,175,96.05750622870048,9,0.0496031746031746
AD1212,ProductLaunch,Meta,01/17/2024,3968,320,214.88259615398457,6,0.08064516129032258
AD1213,SpringPromo,Meta,01/15/2024,2075,52,249.67255589350566,16,0.02506024096385542
AD1214,ProductLaunch,Google,01/21/2024,1524,83,265.98936579343535,2,0.05446194225721785
AD1215,WinterSale,Meta,2024-01-26,3955,131,302.657385203923,4,0.033122629582806574
AD1216,SpringPromo,Meta,2024-01-15,4549,195,132.96954806501572,,0.042866564080017586
AD1217,SpringPromo,Facebook,01/01/2024,4822,159,392.5134013573361,0,0.032973869763583574
AD1218,SpringPromo,Google,01/11/2024,918,14,408.31580183690414,,0.015250544662309368
AD1219,SpringPromo,Meta,2024-01-15,4450,347,498.6165884347596,6,0.07797752808988764
AD1220,SpringPromo,Meta,2024-01-21,4417,289,111.98359012140143,0,0.06542902422458682
AD1221,WinterSale,Meta,01/08/2024,3875,213,415.7167450063583,10,0.05496774193548387
AD1222,SpringPromo,LinkedIn,2024-01-03,846,65,275.31561532213834,10,0.0768321513002364
AD1223,SpringPromo,LinkedIn,2024-01-25,3147,50,59.256612818550295,14,0.01588814744200826
AD1224,WinterSale,Meta,2024-01-05,0,8,199.58909531641035,,
AD1225,WinterSale,meta,01/14/2024,2001,113,412.31950805003214,3,
AD1226,ProductLaunch,Meta,01/24/2024,3260,12,163.0588568297203,4,0.0036809815950920245
AD1227,ProductLaunch,LinkedIn,01/10/2024,1010,22,73.26047718838072,19,0.02178217821782178
AD1228,WinterSale,LinkedIn,2024-01-31,4143,211,202.67853714677113,5,0.05092927830074825
AD1229,WinterSale,LinkedIn,2024-01-09,4741,183,398.2817850271563,20,0.038599451592491035
AD1230,ProductLaunch,Google,2024-01-12,2865,143,121.87618584597546,3,0.04991273996509599
AD1231,SpringPromo,Google,2024-01-04,3672,24,419.95043895739343,,0.006535947712418301
AD1232,SpringPromo,Meta,01/12/2024,2069,200,$53.95,17,0.09666505558240696
AD1233,WinterSale,Meta,2024-01-24,1653,162,203.0023440524298,5,
AD1234,WinterSale,meta,01/11/2024,785,12,412.8218982361928,9,0.015286624203821656
AD1235,SpringPromo,LinkedIn,01/13/2024,1277,28,-267.1211563499393,6,0.02192638997650744
AD1236,WinterSale,Google,01/01/2024,1164,36,429.5331873524964,12,0.030927835051546393
AD1237,WinterSale,Meta,01/10/2024,1583,57,266.5293358481172,,0.036007580543272265
AD1238,ProductLaunch,Meta,2024-01-20,2134,108,426.1177325863374,1,0.05060918462980318
AD1239,SpringPromo,Meta,2024-01-09,1467,98,176.06380753174028,9,0.06680299931833675
AD1240,SpringPromo,Google,01/24/2024,4682,26,342.45175656424715,4,0.005553182400683468
AD1241,WinterSale,LinkedIn,2024-01-22,3025,213,56.307045423120414,8,0.07041322314049586
AD1242,SpringPromo,Meta,01/02/2024,758,67,434.030954404643,10,0.08839050131926121
AD1243,ProductLaunch,LinkedIn,2024-01-07,1559,74,393.90727638734313,6,0.04746632456703015
AD1244,ProductLaunch,Meta,01/31/2024,2468,133,300.5225807383208,0,0.053889789303079416
AD1245,SpringPromo,LinkedIn,2024-01-13,3594,262,384.22405892386763,20,0.07289927657206455
AD1246,ProductLaunch,Google,2024-01-05,3016,3,255.2459774383829,10,0.0009946949602122016
AD1247,SpringPromo,Meta,2024-01-21,4234,352,319.7944805580315,13,0.08313651393481342
AD1248,WinterSale,Google,2024-01-09,1518,139,318.36008217804255,11,0.09156785243741765
AD1249,ProductLaunch,Meta,01/13/2024,4372,86,207.67011155112715,4,0.019670631290027447
AD1250,WinterSale,Meta,01/22/2024,4129,42,285.8169923753807,10,0.010171954468394284
AD1251,SpringPromo,Google,2024-01-05,1312,33,379.7364467936608,8,0.025152439024390245
AD1252,SpringPromo,Meta,01/14/2024,600,60,410.2232214149832,,0.1
AD1253,SpringPromo,Google,01/06/2024,3591,36,340.01144517629155,2,0.010025062656641603
AD1254,ProductLaunch,Google,2024-01-27,3696,71,346.0703834596496,1,0.019209956709956708
AD1255,ProductLaunch,FB,2024-01-30,3066,110,252.57418079457878,14,0.03587736464448793
AD1256,ProductLaunch,LinkedIn,2024-01-31,1043,79,325.94004316096573,,0.07574304889741132
AD1257,ProductLaunch,LinkedIn,2024-01-04,1577,116,322.678317270809,19,0.0735573874445149
AD1258,SpringPromo,Meta,01/22/2024,2880,216,309.089452625053,4,0.075
AD1259,ProductLaunch,Meta,2024-01-05,4551,89,468.72823430682615,11,0.01955614150736102
AD1260,WinterSale,Meta,2024-01-15,1840,159,64.69953418939674,14,
AD1261,WinterSale,Meta,01/14/2024,4619,141,126.93158007214701,10,0.03052608789781338
AD1262,WinterSale,Meta,01/25/2024,1389,109,133.8682215142093,16,0.07847372210223182
AD1263,WinterSale,Meta,01/28/2024,3430,336,464.642164271899,1,0.09795918367346938
AD1264,WinterSale,Google,01/05/2024,1639,63,355.5574982471291,13,0.03843807199511898
AD1265,SpringPromo,Google,2024-01-30,4514,306,141.35570507923447,6,
AD1266,ProductLaunch,Meta,01/18/2024,2770,133,115.27833537788406,8,0.048014440433213
AD1267,SpringPromo,Meta,2024-01-31,1218,53,120.32311830257635,6,0.04351395730706076
AD1268,ProductLaunch,LinkedIn,2024-01-24,4395,393,320.6175188838905,19,0.089419795221843
AD1269,ProductLaunch,LinkedIn,01/18/2024,1161,112,175.79785049636897,3,
AD1270,ProductLaunch,LinkedIn,2024-01-29,1940,139,314.07901355158936,,0.07164948453608247
AD1271,ProductLaunch,Meta,2024-01-02,2822,262,187.66045936380482,16,0.09284195605953224
AD1272,ProductLaunch,Google,01/11/2024,809,4,164.60269328114572,13,0.004944375772558714
AD1273,WinterSale,Google,2024-13-01,2374,201,173.2210156918571,2,0.08466722830665543
AD1274,ProductLaunch,LinkedIn,2024-01-14,2906,25,298.4681603283791,8,0.008602890571231933
AD1275,SpringPromo,Google,2024-01-06,553,30,89.49338696312734,0,0.054249547920433995
AD1276,WinterSale,Google,01/08/2024,3892,104,463.03011290576626,1,0.02672147995889003
AD1277,ProductLaunch,Google,01/04/2024,2798,104,470.3885820572537,2,
AD1278,SpringPromo,LinkedIn,2024-01-03,1713,113,237.0909978147178,14,0.06596614127262113
AD1279,SpringPromo,LinkedIn,2024-01-29,1934,42,235.57571638088788,4,0.02171664943123061
AD1280,WinterSale,LinkedIn,01/14/2024,3575,34,246.55373495671182,17,0.00951048951048951
AD1281,WinterSale,Google,01/29/2024,1184,24,239.96858870713527,10,0.02027027027027027
AD1282,ProductLaunch,Google,2024-01-06,1283,94,62.00475124035368,8,0.07326578332034295
AD1283,ProductLaunch,Meta,2024-01-20,2908,44,205.51107627818587,19,0.015130674002751032
AD1284,SpringPromo,LinkedIn,2024-01-25,2769,163,190.45745539366462,20,0.058866016612495485
AD1285,SpringPromo,Google,01/18/2024,3981,138,155.39596746258024,13,0.0346646571213263
AD1286,ProductLaunch,Meta,2024-01-27,3040,20,499.62478014241697,9,0.006578947368421052
AD1287,SpringPromo,Google,01/12/2024,798,64,64.57345183791034,19,0.08020050125313283
AD1288,SpringPromo,LinkedIn,2024-01-28,813,73,258.12897372157283,3,
AD1289,WinterSale,Meta,2024-01-17,3422,145,181.01197274873127,9,0.0423728813559322
AD1290,ProductLaunch,LinkedIn,01/05/2024,4717,313,87.00210835986624,20,0.06635573457706169
AD1291,WinterSale,Google,2024-01-26,1541,63,226.2679656097433,13,0.040882543802725504
AD1292,WinterSale,Google,2024-01-16,3889,341,71.29516233060212,8,0.08768320905116997
AD1293,WinterSale,Meta,01/08/2024,1675,41,497.39833650087206,2,0.02447761194029851
AD1294,ProductLaunch,LinkedIn,01/08/2024,3437,248,230.58976395158646,16,0.07215594995635728
AD1295,SpringPromo,Meta,01/11/2024,4900,182,383.4703677215696,13,0.037142857142857144
AD1296,ProductLaunch,LinkedIn,2024-01-10,2605,197,421.8227536637959,16,0.07562380038387716
AD1297,SpringPromo,LinkedIn,01/17/2024,1763,107,310.55262369297884,20,0.060692002268859895
AD1298,SpringPromo,LinkedIn,2024-01-22,3075,269,213.95705741368354,15,
