TouchpointID,CustomerID,Channel,InteractionDate,CampaignName,Cost,Conversion
1085,CUST108,Email,06/21/2024 04:13:50,New Year Blast,28.19183687042598,No
1086,CUST116,Social,06/07/2024 19:28:39,Product Launch,13.759348412188604,No
1087,CUST101,Social,2024/06/26 06:05:45,Product Launch,6.122400816144642,Yes
1088,CUST113,Social,2024-06-26 08:45:03,Product Launch,6.669742835453445,Yes
1089,CUST114,Display,2024/07/02 21:04:23,Winter Promo,36.43510073047696,Yes
1090,CUST116,PPC,06/20/2024 14:50:28,Product Launch,38.69959824972265,Yes
1091,CUST115,ppc,2024/07/09 21:23:40,New Year Blast,5.908695915639631,
1092,CUST103,PPC,2024/07/12 10:43:37,Spring Sale,36.50563637259039,No
1093,CUST109,Social,2024/07/12 04:28:31,Spring Sale,46.66199611913147,No
1094,CUST108,PPC,2024/06/06 04:03:23,New Year Blast,25.9817396782966,No
1095,CUST110,social,2024/07/04 01:06:32,Spring Sale,48.04455925531974,No
1096,CUST105,SEO,2024-06-18 02:51:15,Spring Sale,11.065702475343919,No
1097,CUST110,SEO,07/15/2024 05:58:54,Spring Sale,31.637497405236726,Yes
1098,CUST114,email,2024/07/08 23:26:52,New Year Blast,34.32175231001996,No
1099,CUST118,PPC,2024/08/12 08:00:26,Spring Sale,3.4607684489018085,Yes
1100,CUST107,Social,2024-07-15 14:32:02,Spring Sale,27.91548845128248,Yess
