SessionID,UserID,Timestamp,PageURL,Referrer,DeviceType,TimeOnPage,Bounce
SESS196,USER81,01/01/2024 10:46:28,signup,Referral,Tablet,238.43542108575488,Y
SESS197,USER183,01/01/2024 06:56:17,blog,Referral,Tablet,100.13912115618426,Yes
SESS198,USER92,2024-01-13 20:40:45,pricing,,Mobile,27.38444199876109,No
SESS199,USER125,01/06/2024 13:43:46,pricing,Direct,Tablet,247.57288522534958,No
SESS200,USER140,2024-01-12 01:02:47,signup,Referral,Tablet,249.00218392207597,Y
SESS201,USER79,2024-01-09 15:34:07,signup,Social,Tablet,67.14744874642504,Yes
SESS202,USER64,01/02/2024 22:50:51,pricing,Email,Mobile,104.26612529964889,Yes
SESS203,USER149,01/24/2024 11:49:38,http:/page,Direct,Desktop,154.59926990632226,No
SESS204,USER144,2024-01-21 19:53:00,http:/page,Email,Tablet,47.430473225146024,No
SESS205,USER97,2024-01-07 23:13:30,http:/page,Direct,Tablet,216.62758937083603,No
SESS206,USER61,2024-01-10 13:49:56,signup,Referral,Tablet,194.75400138428594,N
SESS207,USER171,01/29/2024 03:02:36,signup,Referral,Tablet,9.380064867143695,Yes
SESS208,USER181,01/10/2024 16:34:50,pricing,,Tablet,257.81259109791705,No
SESS209,USER124,01/28/2024 10:02:10,blog,Referral,Mobile,174.1010782992121,
SESS210,USER89,2024-01-22 03:16:22,signup,Google,Tablet,176.2264704048553,No
SESS211,USER49,01/28/2024 16:16:21,signup,Referral,Desktop,ten,
SESS212,USER152,01/18/2024 03:55:34,signup,,Desktop,177.0605109917369,Yes
SESS213,USER25,2024-01-10 04:45:07,home,Referral,Desktop,4.830326369830061,
SESS214,USER113,2024-01-13 05:46:18,blog,Direct,Tablet,59.22444576586196,No
SESS215,USER85,2024-01-18 23:40:49,blog,Email,Mobile,54.2319248612049,No
SESS216,USER183,01/28/2024 22:03:31,signup,Direct,Mobile,226.29292482230633,No
SESS217,USER82,2024-01-27 01:50:12,blog,Referral,Mobile,87.8763649575122,Y
SESS218,USER18,2024-01-10 22:45:49,pricing,Direct,Tablet,64.86197148801513,No
SESS219,USER164,01/09/2024 09:23:12,blog,Social,Mobile,5.152149727955663,N
SESS220,USER146,01/11/2024 16:02:05,blog,Social,Tablet,0.3975668294062391,
SESS221,USER107,01/22/2024 22:50:42,blog,Direct,Tablet,-6.1559532123556355,Yes
SESS222,USER112,01/27/2024 19:48:56,pricing,Social,Tablet,116.89144900229276,N
SESS223,USER70,2024-01-11 16:17:11,blog,Direct,Tablet,82.95094862290712,N
SESS224,USER194,01/22/2024 20:05:21,pricing,Email,Mobile,73.96277692836989,No
SESS225,USER111,01/19/2024 08:31:56,home,Email,Mobile,228.62760902162975,Y
SESS226,USER123,2024-01-16 11:41:09,pricing,Google,Desktop,243.90022585290995,Y
SESS227,USER71,2024-01-09 12:36:17,blog,Social,Mobile,135.3598925063096,N
SESS228,USER121,2024-01-13 05:49:36,http:/page,Direct,Tablet,242.02363302822616,Y
SESS229,USER84,01/04/2024 00:15:12,pricing,,Mobile,-3.010028773870771,Yes
SESS230,USER113,01/09/2024 22:46:21,pricing,Google,Mobile,146.07079343193158,N
SESS231,USER199,2024-01-17 14:02:02,blog,Email,Tablet,179.11680239488098,No
SESS232,USER93,2024-01-22 16:28:22,home,,Tablet,299.4596657575015,Yes
SESS233,USER70,01/16/2024 08:18:44,home,Referral,Mobile,65.37067120061465,Yes
SESS234,USER7,2024-01-27 03:04:40,blog,Direct,Mobile,191.46345185211476,Yes
SESS235,USER17,01/20/2024 09:10:19,signup,Direct,Tablet,87.49063500811823,N
SESS236,USER28,2024-01-14 14:28:58,signup,Social,Desktop,291.57582231569603,Yes
SESS237,USER194,2024-01-13 22:15:47,blog,Google,Mobile,74.27903693904696,Yes
SESS238,USER90,01/14/2024 04:53:15,pricing,Referral,Desktop,202.17589723045901,Yes
SESS239,USER30,2024-01-01 18:40:44,blog,Email,Mobile,241.69096997409812,Y
SESS240,USER24,01/30/2024 15:53:40,pricing,Email,Desktop,235.7865678030308,Y
SESS241,USER170,2024-01-18 23:25:51,signup,Social,Mobile,21.263045523560603,Y
SESS242,USER187,2024-01-19 21:26:14,home,Email,Tablet,169.13084725815688,Y
SESS243,USER69,2024-13-01 10:00:00,pricing,Google,Desktop,181.45569980749877,Yes
SESS244,,01/17/2024 22:18:15,blog,,Mobile,122.19304497679127,Yes
SESS245,USER164,2024-01-30 12:55:26,pricing,Social,Desktop,223.88782282752862,Y
SESS246,USER95,2024-01-01 00:06:15,signup,Email,Desktop,231.81356854119952,Yes
SESS247,USER81,2024-01-26 21:46:51,signup,Google,Tablet,71.17881959278841,No
SESS248,USER47,2024-01-17 04:12:53,signup,Direct,Desktop,167.63864870678552,Yes
SESS249,USER63,01/29/2024 06:25:43,http:/page,Social,Mobile,252.97892669347704,No
SESS250,USER40,2024-01-03 22:04:13,blog,Referral,Desktop,170.76565249976977,No
SESS251,USER95,01/02/2024 22:24:18,home,Google,Tablet,206.37426030057878,Y
SESS252,USER55,2024-01-24 17:15:27,home,Referral,Tablet,287.4667660344059,Y
SESS253,USER97,01/28/2024 14:43:00,pricing,Direct,Desktop,97.78700608597997,
SESS254,USER80,2024-01-16 14:56:04,signup,,Desktop,92.34241925762316,N
SESS255,USER96,01/26/2024 04:40:32,home,Direct,Desktop,33.577304347366876,No
SESS256,USER39,2024-01-02 08:30:33,blog,Direct,Desktop,267.6521201636533,N
SESS257,USER84,2024-01-15 20:07:14,home,Email,Desktop,155.50063949930785,N
SESS258,USER70,2024-01-01 17:57:15,pricing,Social,Tablet,20.959239628380512,N
SESS259,USER62,2024-01-21 21:13:37,blog,Direct,Desktop,22.00822696370947,N
SESS260,USER155,01/04/2024 11:34:55,http:/page,Referral,Mobile,287.84856627124384,No
SESS261,USER20,2024-01-17 17:28:21,blog,Social,Mobile,-4.007908951770332,Yes
SESS262,USER181,01/18/2024 07:34:14,blog,Direct,Desktop,78.30234854172072,N
SESS263,USER45,01/22/2024 19:07:59,signup,Email,Desktop,54.638310703462466,Yes
SESS264,USER196,2024-01-19 16:35:08,pricing,Google,Tablet,233.29240517646647,Y
SESS265,USER177,2024-01-04 18:47:04,home,Google,Mobile,191.43094169544716,No
SESS266,USER93,2024-01-09 08:45:43,pricing,Referral,Desktop,90.8144326662039,Y
SESS267,USER129,01/15/2024 13:14:50,home,Email,Desktop,205.75224516654805,No
SESS268,USER20,2024-01-17 04:04:11,blog,Email,Tablet,91.14473347671299,N
SESS269,USER198,01/15/2024 11:34:59,home,Direct,Tablet,20.220323239905024,
SESS270,USER138,01/01/2024 04:06:19,signup,Google,Tablet,296.65456694166556,No
SESS271,USER179,01/16/2024 13:45:07,pricing,Referral,Desktop,91.04220351087618,Yes
SESS272,USER124,01/09/2024 22:43:42,pricing,Google,Mobile,98.42203136202743,N
SESS273,USER113,01/12/2024 02:08:29,http:/page,Google,Mobile,71.87833467914854,Yes
SESS274,USER139,2024-01-20 23:14:03,pricing,,Tablet,232.80969889142918,
SESS275,USER41,01/22/2024 23:16:53,blog,Direct,Desktop,109.45399596057617,
SESS276,USER97,2024-01-12 01:01:39,pricing,Email,Mobile,271.520010115273,Yes
SESS277,USER152,01/20/2024 11:20:18,signup,Referral,Mobile,281.10725017112424,
SESS278,USER69,2024-01-25 10:24:31,home,Referral,Desktop,104.06249306218575,N
SESS279,USER15,01/22/2024 05:17:02,home,Google,Tablet,216.3651554984731,Y
SESS280,USER22,2024-01-25 06:19:14,signup,Google,Mobile,127.55340085019358,Y
SESS281,USER136,01/19/2024 18:29:35,pricing,Social,Mobile,165.57785756795244,
SESS282,USER105,2024-01-15 05:31:03,blog,Google,Desktop,58.84679540879684,Y
SESS283,USER87,01/10/2024 08:59:53,pricing,Direct,Desktop,288.6149869237714,Y
SESS284,USER15,2024-01-25 05:48:29,signup,Referral,Desktop,97.99305454035742,Y
SESS285,USER36,01/12/2024 10:20:28,http:/page,Social,Tablet,zero,Y
SESS286,USER6,2024-01-30 10:15:25,signup,,Desktop,148.7417735435635,N
SESS287,USER56,2024-01-10 01:53:19,signup,,Desktop,14.007197705088728,Y
SESS288,USER19,2024-13-01 10:00:00,home,Social,Mobile,283.86895704586664,N
SESS289,USER32,2024-01-01 02:47:01,home,Email,Mobile,131.850929154804,No
SESS290,USER35,01/04/2024 21:23:32,home,Google,Mobile,251.93705182855945,N
SESS291,USER12,2024-01-07 07:37:12,pricing,Google,Tablet,49.162667481305384,N
SESS292,USER181,01/01/2024 06:51:20,home,Social,Mobile,254.09543461412403,Yes
SESS293,USER69,01/06/2024 16:58:15,blog,Referral,Tablet,260.1338859293853,No
SESS294,USER131,01/09/2024 20:08:35,blog,Direct,Desktop,152.33434094065709,Yes
SESS295,USER28,2024-01-17 00:41:56,home,Google,Tablet,167.21888235175743,
SESS296,USER83,2024-01-28 21:54:11,pricing,Direct,Mobile,75.52955244037372,N
SESS297,USER44,01/27/2024 06:45:42,blog,Google,Desktop,80.63592778730488,N
SESS298,USER132,01/24/2024 13:15:47,home,,Tablet,190.2171528268964,
SESS299,USER165,2024-01-30 21:55:56,signup,Google,Tablet,276.22223444133726,No
SESS300,USER158,01/27/2024 16:57:13,home,Direct,Desktop,255.20141480455663,N
SESS301,USER183,01/06/2024 16:51:09,http:/page,Social,Desktop,42.807864625528126,N
SESS302,USER152,2024-01-29 19:14:35,pricing,Email,Mobile,149.05876809077606,N
SESS303,USER60,01/17/2024 03:59:38,home,Social,Tablet,40.53549936620811,No
SESS304,USER15,01/26/2024 10:48:50,home,Social,Desktop,130.71898536968612,Yes
SESS305,USER44,01/27/2024 00:41:47,pricing,,Desktop,295.05784551741834,Y
SESS306,USER67,2024-01-21 10:01:13,blog,Email,Desktop,200.57830888801436,Yes
SESS307,USER28,2024-01-24 00:19:06,home,Direct,Tablet,209.655313647058,No
SESS308,USER33,2024-13-01 10:00:00,blog,Google,Mobile,275.0531734721055,Y
SESS309,USER8,01/28/2024 03:28:56,pricing,Email,Mobile,199.30596407805498,No
SESS310,USER170,01/09/2024 17:41:48,blog,Referral,Tablet,115.84886731725595,Yes
SESS311,USER133,2024-01-14 22:27:36,home,Google,Mobile,62.82106328916632,No
SESS312,USER81,2024-01-18 04:25:17,home,Google,Tablet,299.381914018467,
SESS313,USER91,01/20/2024 17:32:45,pricing,Social,Tablet,73.01737311999516,Yes
SESS314,USER108,01/20/2024 23:37:21,home,Google,Desktop,251.05721115145155,
SESS315,USER71,01/23/2024 14:54:43,http:/page,Google,Desktop,169.6327356215913,
SESS316,USER180,01/19/2024 19:22:46,home,,Mobile,126.28133761833718,Yes
SESS317,USER21,2024-01-30 16:49:49,signup,Google,Tablet,202.20267542269173,Yes
SESS318,USER3,01/10/2024 05:43:57,pricing,Direct,Desktop,291.82348002703753,N
