user_id,date_id,source_id,first_lesson_started,mrr_value,spend_amount
109,79,2,0,49.5975223443641,19.839008937745643
110,86,1,1,42.29242074735842,21.14621037367921
111,14,3,1,32.7901704852749,9.83705114558247
112,27,1,1,45.31367312757426,22.65683656378713
113,40,1,1,52.40866024423462,26.20433012211731
114,58,2,1,50.799611308981405,20.319844523592565
115,28,2,0,75.85198010100655,30.34079204040262
116,26,2,1,57.48628348198914,22.994513392795657
117,63,1,1,47.977986927391854,23.988993463695927
118,66,3,1,39.40159131749791,11.820477395249373
119,25,1,0,54.00009145674981,27.000045728374904
120,3,1,0,36.39487762426011,18.197438812130056
121,72,3,1,52.6974661930686,15.809239857920579
122,44,4,1,57.31120890357265,57.31120890357265
123,42,3,1,46.753216658428286,14.025964997528485
124,6,3,1,40.54570333902287,12.163711001706861
125,39,2,1,17.220547289976412,6.888218915990565
126,52,2,1,67.15755089630586,26.86302035852235
127,23,1,1,56.04950585367922,28.02475292683961
128,89,2,1,56.41425922377174,22.565703689508695
129,50,1,0,26.579714963340503,13.289857481670252
130,43,1,1,70.69758049610085,35.34879024805043
131,19,3,0,43.021747000728794,12.906524100218638
132,69,2,1,45.66807045950771,18.267228183803084
133,51,1,1,33.96069716871762,16.98034858435881
134,11,1,0,23.195814029902277,11.597907014951138
135,12,2,1,67.3601946758535,26.944077870341403
136,74,1,1,69.29896054096436,34.64948027048218
137,8,3,1,47.51707772970009,14.255123318910027
138,24,2,1,39.80923145290475,15.9236925811619
139,41,2,0,44.344337462986125,17.73773498519445
140,36,2,1,44.75577514946676,17.902310059786704
141,85,3,1,32.00210416730602,9.600631250191807
142,72,1,1,45.6161717683424,22.8080858841712
143,55,2,1,52.29652989401488,20.918611957605954
144,9,2,1,65.27235871473128,26.108943485892514
145,47,1,1,50.21366246020568,25.10683123010284
146,15,3,1,26.354724366508464,7.9064173099525386
147,48,3,1,55.30321794798015,16.590965384394046
148,82,2,1,46.1610415749537,18.464416629981482
149,42,3,1,70.55614540975799,21.166843622927395
150,60,3,1,71.44186703066012,21.432560109198036
151,84,3,1,71.96681468400949,21.590044405202846
152,70,3,1,41.57618096940081,12.472854290820242
153,12,2,1,79.84782610006336,31.939130440025345
154,2,2,0,55.264137573435605,22.105655029374244
155,7,2,1,74.39570608502949,29.758282434011797
156,80,3,0,42.460705792523605,12.738211737757082
157,3,1,1,45.5210489358556,22.7605244679278
158,3,3,1,54.11041029008128,16.233123087024385
159,27,3,0,52.27816414420909,15.683449243262727
160,40,1,0,68.82217915203755,34.411089576018774
161,33,3,0,46.51806022177318,13.955418066531955
162,1,1,1,67.46922485465535,33.734612427327676
163,8,1,1,60.9835176069898,30.4917588034949
164,32,3,1,46.79911672089277,14.03973501626783
165,48,1,1,59.8201492622347,29.91007463111735
166,4,3,1,42.90102429750427,12.870307289251281
167,70,3,1,85.25308700008583,25.575926100025747
168,19,2,1,10.035015183883296,4.014006073553318
169,32,1,1,60.09414806742559,30.047074033712796
170,9,1,1,23.531061360844294,11.765530680422147
171,12,2,1,46.61514945172897,18.646059780691587
172,11,4,1,48.715878657931306,48.715878657931306
173,46,2,1,72.61450338370526,29.045801353482105
174,16,1,1,39.617716818846645,19.808858409423323
175,1,2,1,69.62017873492667,27.848071493970668
176,63,2,1,32.31775039662805,12.927100158651221
177,21,3,1,70.20004585632299,21.060013756896897
178,30,1,1,42.884818371447906,21.442409185723953
179,13,3,1,51.10151778861678,15.330455336585034
180,34,2,1,44.95432005334394,17.981728021337577
181,4,4,0,69.23545211173406,69.23545211173406
182,28,1,1,66.31609764850622,33.15804882425311
183,59,2,1,56.65252580876787,22.66101032350715
184,27,4,1,32.721974231198395,32.721974231198395
185,69,1,0,39.27467197954636,19.63733598977318
186,25,4,0,34.57135211740812,34.57135211740812
187,3,2,1,16.27785669811755,6.51114267924702
188,68,1,1,68.9197715277507,34.45988576387535
189,25,1,1,45.08264710485955,22.541323552429773
190,20,3,1,44.92259053561554,13.476777160684662
191,34,1,1,72.4415335013834,36.2207667506917
192,26,2,1,42.860170964204485,17.144068385681795
193,5,1,1,37.392935964711036,18.696467982355518
194,61,2,1,46.62881569227523,18.651526276910094
195,9,1,1,33.00996422184656,16.50498211092328
196,50,3,0,55.16533653931934,16.5496009617958
197,6,4,1,44.395068826037445,44.395068826037445
198,83,4,1,42.390928841092816,42.390928841092816
199,60,3,1,41.091452419695464,12.32743572590864
200,44,1,1,48.40667759236983,24.203338796184916
201,11,3,0,51.25221688279776,15.375665064839328
202,66,1,0,42.20037367388717,21.100186836943585
203,47,1,1,44.6185109585728,22.3092554792864
204,73,1,0,48.77715759770977,24.388578798854883
205,85,2,1,47.26372796690692,18.90549118676277
206,88,3,1,50.466139503125206,15.139841850937561
207,86,2,0,39.84993795127979,15.939975180511917
208,3,2,1,65.06889363689736,26.027557454758945
209,76,1,1,51.452422661142755,25.726211330571378
210,30,4,1,42.44229870762684,42.44229870762684
211,90,2,1,55.16576326067802,22.06630530427121
212,21,2,1,48.884471017719285,19.553788407087715
213,28,1,0,23.99260468274498,11.99630234137249
214,90,3,1,55.11429035332439,16.53428710599732
215,62,2,1,34.707406964237194,13.882962785694879
216,33,1,1,64.01641674846961,32.008208374234805
217,85,1,1,46.37375541659829,23.186877708299146
218,35,2,1,61.70105446086596,24.680421784346386
219,52,2,1,40.546721702035896,16.21868868081436
220,34,1,1,51.048939007109595,25.524469503554798
221,41,4,1,68.15365250760314,68.15365250760314
222,51,1,1,45.96475180377766,22.98237590188883
223,47,2,1,41.13774351896293,16.45509740758517
224,82,4,1,59.82560920672684,59.82560920672684
225,58,2,0,59.53492395126441,23.813969580505766
226,75,2,1,41.76876299877772,16.707505199511086
227,57,1,1,20.218084693733566,10.109042346866783
228,23,1,1,40.84965533752466,20.42482766876233
229,48,4,1,60.16039282529633,60.16039282529633
230,22,2,1,38.374487158644136,15.349794863457655
231,17,3,1,49.83593244475707,14.95077973342712
232,69,1,1,40.13772593050484,20.06886296525242
233,11,1,1,21.017492562109254,10.508746281054627
234,15,1,0,39.867782344401085,19.933891172200543
235,35,2,1,60.096980310345685,24.038792124138276
236,33,1,1,14.446212799012816,7.223106399506408
237,84,3,0,53.78251025713364,16.13475307714009
238,16,2,1,32.2089615290088,12.883584611603522
239,34,4,1,59.126631042112884,59.126631042112884
240,66,1,1,60.714784038104796,30.357392019052398
241,40,3,0,47.42078097633086,14.226234292899258
242,28,3,1,47.45497761828167,14.2364932854845
243,47,3,1,37.90455954295548,11.371367862886645
244,39,3,1,29.81624899842551,8.944874699527652
245,70,3,1,75.47139359500599,22.641418078501797
246,73,2,1,37.02392859243308,14.809571436973233
247,20,1,0,73.51694196794708,36.75847098397354
248,1,1,1,37.10749940299735,18.553749701498674
249,72,4,1,57.877855855065924,57.877855855065924
250,87,2,1,32.93289260519548,13.173157042078191
251,63,3,1,57.85092525353023,17.355277576059066
252,67,2,1,45.11618964270317,18.04647585708127
253,4,1,1,45.31225758986494,22.65612879493247
254,58,1,1,59.15034754676676,29.57517377338338
255,25,2,1,42.96287952381353,17.18515180952541
256,47,2,1,28.577772568323535,11.431109027329414
257,38,1,1,61.41958345114179,30.709791725570895
258,15,2,1,32.81149115026508,13.124596460106032
259,63,1,1,57.747759265968654,28.873879632984327
260,21,2,1,64.594948179995,25.837979271998
261,57,1,1,44.36759170471674,22.18379585235837
262,53,3,0,67.73529266137676,20.320587798413026
263,46,1,1,57.22675561791926,28.61337780895963
264,14,2,1,39.56207869782837,15.824831479131348
265,76,1,1,71.02143503399112,35.51071751699556
266,17,1,1,32.87492267390915,16.437461336954573
267,39,1,1,44.34949355144652,22.17474677572326
268,9,2,1,46.90527794571007,18.762111178284027
269,77,2,1,59.07835551527383,23.631342206109533
270,79,1,1,66.73149946071702,33.36574973035851
271,82,2,1,65.79187335354071,26.316749341416283
272,6,3,1,53.356224793614594,16.006867438084377
273,23,3,0,45.7959634330465,13.738789029913951
274,59,1,1,22.610236375585547,11.305118187792774
275,46,2,1,30.287812183171752,12.115124873268702
276,38,1,1,76.49983233937154,38.24991616968577
277,14,1,0,22.45892018746191,11.229460093730955
278,72,4,1,38.23264035136835,38.23264035136835
279,62,1,0,67.16909423075134,33.58454711537567
280,35,2,1,53.145699487960506,21.258279795184205
281,19,2,1,63.92067606508538,25.568270426034154
282,30,3,1,58.14242526906015,17.442727580718042
283,78,2,1,72.04373806041329,28.817495224165317
284,84,1,1,54.43140929847327,27.215704649236635
285,25,1,1,59.95171593727267,29.975857968636333
286,40,2,1,39.1363020191249,15.65452080764996
287,88,1,1,58.794994633672054,29.397497316836027
288,14,1,0,44.05810853016157,22.029054265080784
289,26,1,1,43.20341198028931,21.601705990144655
290,87,1,1,63.420852719707064,31.710426359853532
291,22,1,1,63.52435064089046,31.76217532044523
292,48,1,0,75.32663233619198,37.66331616809599
293,83,2,1,74.34894778229301,29.739579112917205
294,51,2,1,63.75972742038163,25.503890968152653
295,3,3,1,24.193315846449313,7.257994753934794
296,42,1,0,77.41521474424545,38.70760737212272
297,19,1,1,63.769515059995435,31.884757529997717
298,73,1,0,38.51209864870546,19.25604932435273
299,28,2,1,60.93363733344173,24.373454933376692
300,84,3,1,34.44101388555907,10.332304165667722
301,45,1,1,59.279451801646125,29.639725900823063
302,71,4,1,30.25594938388851,30.25594938388851
303,78,1,1,37.87672386820045,18.938361934100225
304,63,2,1,60.6489369380079,24.259574775203163
305,73,3,1,66.0933011448934,19.82799034346802
306,19,3,1,54.881552891507155,16.464465867452144
307,47,3,1,45.70747044968044,13.712241134904133
308,14,3,1,18.277005574745143,5.483101672423543
309,38,1,0,46.86468350522961,23.432341752614803
310,53,3,1,58.00227615236792,17.400682845710374
311,61,1,0,45.24852341096529,22.624261705482645
312,36,3,1,49.66133088358373,14.898399265075119
313,40,2,1,47.215737981231186,18.886295192492476
314,81,3,1,45.17440673267849,13.552322019803547
315,30,2,1,51.13816084939719,20.455264339758877
316,9,2,1,45.909581267713094,18.363832507085238
317,64,2,1,71.64934330447913,28.659737321791653
318,33,3,1,16.90371727424401,5.071115182273203
319,52,1,1,41.81236121043384,20.90618060521692
320,89,1,0,36.94615664724162,18.47307832362081
321,14,1,1,53.28665900051615,26.643329500258076
322,75,1,1,51.1571717882469,25.57858589412345
323,53,3,1,74.33289652324143,22.29986895697243
324,59,1,1,79.26713072446692,39.63356536223346
325,78,4,1,38.40374816644278,38.40374816644278
326,41,1,0,50.00750097550444,25.00375048775222
327,68,1,1,52.94456625386533,26.472283126932666
328,68,3,1,38.03279377493996,11.409838132481989
329,8,2,1,59.42573054056434,23.770292216225737
330,2,2,1,46.407389468525835,18.562955787410335
331,86,2,1,33.98547724098533,13.594190896394133
332,41,3,0,45.806475436001854,13.741942630800557
333,55,1,1,35.03488140889027,17.517440704445136
334,16,4,1,65.54970244128883,65.54970244128883
335,62,4,0,78.52338882670506,78.52338882670506
336,48,2,1,53.672290608418095,21.46891624336724
337,30,1,1,51.66915152079913,25.834575760399566
338,12,2,1,52.28652150311279,20.914608601245117
339,35,1,1,67.73351043407473,33.866755217037365
340,11,1,0,67.41048505395774,33.70524252697887
341,64,1,1,48.265196471776534,24.132598235888267
342,50,2,0,53.78884891068637,21.515539564274548
343,85,3,1,59.78969610765618,17.93690883229685
344,21,3,0,32.93468815173899,9.880406445521697
345,69,3,1,68.18912356130684,20.45673706839205
346,48,2,1,76.02247836840841,30.40899134736337
347,20,1,1,67.47548157259186,33.73774078629593
348,67,1,1,31.316091325781674,15.658045662890837
349,44,4,1,20.449993168716887,20.449993168716887
350,33,1,1,60.63078010276897,30.315390051384487
351,73,3,1,38.5971582655687,11.57914747967061
352,61,2,1,54.30700031184479,21.722800124737915
353,9,2,1,73.02723080011323,29.210892320045293
354,68,3,1,40.14567235402385,12.043701706207155
355,35,2,1,44.3366801538656,17.73467206154624
356,81,3,1,54.15084458882474,16.245253376647423
357,88,4,1,30.537355400266545,30.537355400266545
358,65,2,1,38.63215705991186,15.452862823964745
359,8,1,0,50.37286255626904,25.18643127813452
360,45,2,0,45.49317696773373,18.197270787093494
361,87,4,1,59.12611630698839,59.12611630698839
362,47,1,1,91.48969421658902,45.74484710829451
363,40,2,0,51.48707509127187,20.59483003650875
364,76,2,1,37.37432080942986,14.949728323771945
365,54,3,1,71.27360532136346,21.382081596409037
366,76,1,1,26.167722870196684,13.083861435098342
367,46,3,1,29.16637743456339,8.749913230369017
368,47,4,0,41.073448420284144,41.073448420284144
369,15,1,1,45.756699192205616,22.878349596102808
370,19,1,1,40.71390895224187,20.356954476120936
371,26,4,1,49.52731513365465,49.52731513365465
372,52,1,1,54.12112854119518,27.06056427059759
373,22,3,1,66.03439302912707,19.81031790873812
374,21,2,1,51.36782410765673,20.547129643062693
375,51,1,1,41.57080628457348,20.78540314228674
376,38,3,1,65.21968079659118,19.565904238977353
377,20,2,1,37.73426786404804,15.093707145619218
378,29,2,1,25.510958814690152,10.204383525876061
379,51,1,0,68.08934026856814,34.04467013428407
380,4,2,0,67.12779867216457,26.851119468865832
381,55,1,1,38.11552411693841,19.057762058469205
382,71,1,1,44.013517192686116,22.006758596343058
383,28,4,1,36.246086820051055,36.246086820051055
384,4,1,1,54.89936326347701,27.449681631738503
385,22,2,1,75.98073937052122,30.39229574820849
386,76,1,1,60.54322697892683,30.271613489463416
387,45,3,1,65.53586963874548,19.660760891623642
388,67,1,1,62.295924975365175,31.147962487682587
389,86,4,0,49.998212771613595,49.998212771613595
390,66,2,1,66.25010656866974,26.500042627467895
391,88,1,1,61.175458443691994,30.587729221845997
392,34,1,1,71.59168572729703,35.79584286364852
393,55,1,1,43.106765882573654,21.553382941286827
394,1,2,1,23.9283254068192,9.571330162727682
395,72,1,1,65.67876522309616,32.83938261154808
396,87,3,0,55.246542809090876,16.573962842727262
397,38,2,1,45.559308495181455,18.223723398072583
398,6,1,1,46.39770781538763,23.198853907693817
399,86,2,0,88.32029488853173,35.328117955412694
400,25,3,0,40.367080211985936,12.11012406359578
401,82,1,1,37.200450397605,18.6002251988025
402,17,1,0,51.279263502400276,25.639631751200138
403,61,1,1,67.70736316959442,33.85368158479721
404,12,3,1,84.17602979793841,25.252808939381524
405,6,2,1,59.86047445084357,23.944189780337428
406,90,2,1,30.94386884030855,12.377547536123421
407,27,3,1,79.56296406076699,23.868889218230095
408,8,3,1,49.707969513843544,14.912390854153063
409,83,2,0,37.434358521575454,14.973743408630183
410,65,3,1,33.80911314350969,10.142733943052907
411,57,1,1,62.54493079003184,31.27246539501592
412,40,1,1,53.582440792796206,26.791220396398103
413,14,1,1,55.17613065418776,27.58806532709388
414,35,1,1,69.29754678607897,34.648773393039484
415,48,2,0,37.96768112735534,15.187072450942138
416,84,4,0,70.49231942410472,70.49231942410472
417,56,1,1,42.21264015809464,21.10632007904732
418,49,1,1,82.46011060868534,41.23005530434267
419,13,2,0,58.981085239897105,23.592434095958843
420,61,4,1,36.19642205335434,36.19642205335434
421,49,1,1,19.61872875019281,9.809364375096404
422,46,2,1,62.13387083418517,24.85354833367407
423,62,1,1,44.38729586014725,22.193647930073624
424,8,1,0,47.66651458217247,23.833257291086234
425,43,4,1,61.492940137611605,61.492940137611605
426,20,4,1,65.15620739375983,65.15620739375983
427,90,1,1,68.35565511003936,34.17782755501968
428,39,4,1,32.37738037425595,32.37738037425595
429,85,2,0,71.38842124436883,28.555368497747533
430,49,3,1,41.31431995747776,12.394295987243327
431,64,2,1,16.156250978776598,6.462500391510639
432,62,2,1,32.32339479709931,12.929357918839726
433,54,2,1,53.27037638198848,21.308150552795393
434,9,2,1,35.31778630878291,14.127114523513164
435,88,1,1,48.67933296235934,24.33966648117967
436,37,1,1,55.073787312937675,27.536893656468838
437,49,1,1,47.27921895336071,23.639609476680356
438,41,3,1,42.584684932149244,12.775405479644773
439,17,1,1,31.239559055176606,15.619779527588303
440,88,2,1,50.32915712322998,20.131662849291995
441,21,4,0,19.02563918622897,19.02563918622897
442,51,1,1,39.71002937420868,19.85501468710434
443,59,2,1,36.08323836408859,14.433295345635436
444,39,2,1,46.409347227366275,18.56373889094651
445,55,3,1,46.80005301036096,14.040015903108289
446,41,1,1,64.39935011650618,32.19967505825309
447,39,2,1,73.75215915874399,29.500863663497597
448,13,3,1,33.23331739644545,9.969995218933635
449,64,4,1,79.89248937905045,79.89248937905045
450,11,2,1,38.31056600717852,15.32422640287141
451,19,2,1,52.587901743846345,21.03516069753854
452,11,2,1,57.662944837224764,23.065177934889906
453,77,3,1,86.66874128873759,26.000622386621277
454,46,2,1,41.86576493356004,16.746305973424015
455,45,1,1,23.0489298053292,11.5244649026646
456,1,4,1,72.35569205289472,72.35569205289472
457,40,2,1,37.49939661806848,14.999758647227393
458,19,2,1,44.57617129136611,17.830468516546443
459,76,1,0,33.23375519110737,16.616877595553685
460,72,2,1,44.619443404266214,17.847777361706488
461,72,1,1,37.394126956918385,18.697063478459192
462,61,2,1,60.14662724742157,24.05865089896863
463,12,1,0,51.21187444582969,25.605937222914847
464,61,2,1,39.78417259077982,15.913669036311928
465,33,4,1,64.93807964988392,64.93807964988392
466,45,1,0,53.82495126011898,26.91247563005949
467,90,4,1,22.30927624333917,22.30927624333917
468,69,2,1,63.79554971126453,25.51821988450581
469,8,3,0,52.77301825778952,15.831905477336857
470,25,3,1,70.86098731387314,21.25829619416194
471,46,2,1,51.85876139513967,20.74350455805587
472,87,3,1,38.124359741486074,11.437307922445822
473,30,3,1,46.935570000472445,14.080671000141733
474,47,2,0,62.058789963210806,24.823515985284324
475,87,1,0,38.438944104487064,19.219472052243532
476,49,2,0,43.395548193386624,17.35821927735465
477,47,3,0,46.67467130001399,14.002401390004197
478,84,3,1,32.75942584676191,9.827827754028572
479,82,3,1,38.65514863057138,11.596544589171414
480,18,2,1,52.58825287706286,21.035301150825145
481,66,3,1,68.03716621479512,20.411149864438535
482,68,1,0,54.757204770657125,27.378602385328563
483,33,2,1,49.31208110946468,19.72483244378587
484,36,1,1,37.53093839071534,18.76546919535767
485,82,1,1,66.42740617580348,33.21370308790174
486,19,1,1,56.50258249920264,28.25129124960132
487,28,1,1,39.39905354721141,19.699526773605704
488,40,2,1,63.47972688027351,25.391890752109404
489,84,1,1,58.393655922657004,29.196827961328502
490,76,2,1,37.79704475950646,15.118817903802586
491,15,1,1,48.479326156037,24.2396630780185
492,41,1,1,42.60840907635595,21.304204538177974
493,39,1,1,89.50306910047408,44.75153455023704
494,2,1,1,57.97617324688488,28.98808662344244
495,63,2,1,52.8014308227236,21.12057232908944
496,29,2,1,57.0899458411507,22.835978336460283
497,74,2,1,70.68743882296246,28.274975529184985
498,66,2,1,48.749297833423014,19.499719133369208
499,51,1,1,41.151360532013655,20.575680266006827
500,75,3,0,62.66424842146127,18.799274526438378
501,77,2,1,47.37583150998032,18.95033260399213
502,10,2,1,33.95157006379245,13.580628025516981
503,14,1,1,31.029703523659126,15.514851761829563
504,82,1,0,72.93944826259299,36.469724131296495
505,51,1,1,51.97466850378927,25.987334251894634
506,73,1,1,41.156489240113984,20.578244620056992
507,39,2,1,46.484976334369044,18.59399053374762
508,28,2,1,62.11167077012527,24.84466830805011
509,3,2,1,45.598917262369326,18.239566904947733
510,84,3,1,28.258704062338726,8.477611218701618
511,70,3,1,54.88761278221887,16.46628383466566
512,27,3,0,68.12521726360345,20.437565179081034
513,2,4,1,67.12196476958376,67.12196476958376
514,38,1,0,41.61005092794132,20.80502546397066
515,3,1,1,69.03758984687569,34.518794923437845
516,16,1,1,53.19424960507434,26.59712480253717
517,40,2,0,68.6172101581809,27.44688406327236
518,2,3,0,58.60530545003831,17.581591635011492
519,81,1,0,27.176047360509955,13.588023680254977
520,41,4,1,76.2010840626252,76.2010840626252
521,12,1,1,50.7767577679843,25.38837888399215
522,35,4,1,58.651907358707255,58.651907358707255
523,65,1,0,29.83933057292234,14.91966528646117
524,55,1,0,57.579897501170976,28.789948750585488
525,45,2,0,66.5439159911399,26.61756639645596
526,79,1,0,79.02980504897606,39.51490252448803
527,90,1,1,71.00599692192924,35.50299846096462
528,85,1,1,58.313370559190595,29.156685279595298
529,62,3,1,26.83433969977421,8.050301909932262
530,49,2,0,51.98409185746132,20.793636742984532
531,25,1,1,41.11235652180604,20.55617826090302
532,23,2,1,53.5246681222437,21.409867248897484
533,24,3,1,31.755112508073516,9.526533752422054
534,38,1,1,46.84749638312148,23.42374819156074
535,28,2,0,42.24225374290897,16.89690149716359
536,21,1,1,41.777504660461304,20.888752330230652
537,54,1,1,41.92645721013268,20.96322860506634
538,18,2,1,47.962179254176334,19.184871701670534
539,36,1,1,54.29292138572033,27.146460692860163
540,45,2,1,12.522596181928236,5.009038472771294
541,73,3,1,14.353507154932046,4.3060521464796135
542,53,1,1,44.919629901171874,22.459814950585937
543,30,2,1,47.033464329415786,18.813385731766314
544,60,1,1,52.83666824905911,26.418334124529554
545,32,4,1,39.08491467715664,39.08491467715664
546,67,2,1,50.14197791034022,20.05679116413609
547,67,3,0,51.89784807527083,15.569354422581249
548,28,2,1,38.98162854701793,15.592651418807172
549,44,1,1,65.20183732611652,32.60091866305826
550,79,2,1,52.65479467182591,21.061917868730365
551,41,4,1,58.204416431949355,58.204416431949355
552,63,2,1,51.03268596925779,20.41307438770312
553,23,3,0,81.5550965459258,24.46652896377774
554,75,3,1,58.945956036764805,17.683786811029442
555,48,1,0,42.68010025689162,21.34005012844581
556,32,1,1,62.31450326552601,31.157251632763003
557,57,2,0,25.43592623814992,10.17437049525997
558,33,2,1,51.79400394000656,20.717601576002625
559,24,3,1,54.787404351379855,16.436221305413955
560,39,4,1,51.965311431180474,51.965311431180474
561,34,1,1,44.993316937416694,22.496658468708347
562,56,1,1,34.81589964744477,17.407949823722387
563,28,3,1,38.159794819235564,11.447938445770669
564,37,1,1,51.53112374371076,25.76556187185538
565,7,3,0,33.29721151358011,9.989163454074033
566,68,2,1,76.5525142347091,30.62100569388364
567,37,2,0,10.38653480984441,4.154613923937764
568,56,1,1,45.14843198683094,22.57421599341547
569,65,2,1,51.65584458661546,20.662337834646184
570,65,2,1,57.61131391749933,23.044525566999734
571,47,2,1,36.261129091063594,14.504451636425438
572,20,1,1,67.01442190832319,33.50721095416159
573,19,3,0,29.092534342806157,8.727760302841848
574,29,3,1,41.50807117088648,12.452421351265944
575,74,1,1,59.31121332919136,29.65560666459568
576,60,1,1,65.60282847189129,32.80141423594564
577,18,1,1,28.939980554283533,14.469990277141767
578,35,2,1,89.67555185622737,35.87022074249095
579,43,2,1,36.53762655249186,14.615050620996744
580,11,2,1,30.317262837083263,12.126905134833306
