user_id,sign_up_date,acquisition_source,first_lesson_started,hours_watched,lessons_completed,churned,mrr_value,survey_score,reactivation_email_sent
165,2025-01-17,social,0,1.1036427322256055,4,0,19.330564942980978,5,0
166,2025-01-17,email,1,6.314364878391625,5,0,41.31523670090143,4,0
167,2025-01-17,social,1,8.37621856512535,4,1,65.84151877504983,3,1
168,2025-01-17,social,1,2.728501157329499,3,1,61.82437484954006,4,1
169,2025-01-17,social,0,2.998436533277164,6,0,63.71115746336051,3,0
170,2025-01-17,search,1,5.8956888100546125,5,0,35.19430731595527,2,0
171,2025-01-18,search,1,7.962652921914019,5,0,74.23808735183471,3,0
172,2025-01-18,social,1,0.6197382776845721,4,0,35.526600497204235,3,0
173,2025-01-18,search,1,1.2354385702665833,4,0,53.19236598004953,1,0
174,2025-01-18,social,1,2.3811495302393677,3,0,49.84471565138395,4,1
175,2025-01-18,search,1,2.5995719553238605,1,0,47.39189269528121,3,0
176,2025-01-18,social,1,5.77884828850494,1,0,70.07888207443409,4,0
177,2025-01-18,search,1,7.990223110107476,5,0,39.42334219751059,2,0
178,2025-01-18,social,0,8.391587871605974,6,0,29.75592116432108,3,0
179,2025-01-18,paid_ad,1,0.602287117932379,6,0,50.29993229309629,5,0
180,2025-01-18,social,1,1.655508083962549,3,0,44.0025989857021,4,0
181,2025-01-19,social,1,2.025674045284605,6,0,100.66074378623969,5,1
182,2025-01-19,social,1,1.649469922410638,5,0,60.14761214659963,5,0
183,2025-01-19,paid_ad,1,4.552514914604656,6,0,43.859891371720636,3,0
184,2025-01-19,email,1,4.952138194257775,1,0,34.1583264621937,3,1
185,2025-01-19,social,0,3.3499430749134946,3,0,21.79567384146823,5,0
186,2025-01-19,search,1,3.110346908421905,3,0,34.621713713938504,5,0
187,2025-01-19,email,1,2.4663344663850144,6,0,51.72412657638698,4,0
188,2025-01-19,search,0,2.708780517807834,2,0,71.40992977392155,4,0
189,2025-01-19,search,1,9.399227163077438,9,0,66.82533713581878,4,0
190,2025-01-19,social,1,5.476116890986783,4,0,53.43642247469569,3,0
191,2025-01-20,social,0,2.5435710127221363,3,0,45.15248501446273,4,1
192,2025-01-20,email,1,3.063885335169905,5,0,54.03218534618232,4,1
193,2025-01-20,paid_ad,1,4.628116445236245,5,0,42.22043003773136,4,0
194,2025-01-20,search,1,1.1032866666968988,2,0,75.77545993645813,1,0
195,2025-01-20,social,0,3.7162002194318764,3,0,47.1621472808738,3,0
196,2025-01-20,social,1,5.267084517390496,5,0,48.7049321262991,2,0
197,2025-01-20,email,1,4.800946925597254,4,1,16.762663624689978,3,0
198,2025-01-20,email,1,1.6849679846373766,3,0,47.06847730215854,5,0
199,2025-01-20,email,1,1.9735487218501668,1,0,62.547262069474115,1,0
200,2025-01-20,email,0,0.3896404772934161,4,0,33.98416134442183,3,1
201,2025-01-21,search,1,5.661346848994373,2,1,38.739194982607806,3,0
202,2025-01-21,social,0,12.068412195758214,8,0,61.89066526600497,4,1
203,2025-01-21,social,0,1.4784149493648333,7,0,27.8501416472292,4,1
204,2025-01-21,email,1,7.060643174179008,5,1,65.86701511312877,3,0
205,2025-01-21,search,1,11.377448888613662,2,0,42.01784164740347,3,1
206,2025-01-21,social,1,2.2704688824435326,4,1,44.171476692631956,3,1
207,2025-01-21,social,1,3.067190990281985,6,1,33.141823923116085,4,0
208,2025-01-21,search,1,4.032346227134416,3,0,55.67069390641825,3,0
209,2025-01-21,social,1,4.692606334375495,2,0,86.8980797754407,5,0
210,2025-01-21,social,1,4.193657117985295,5,0,61.72245859190948,4,1
211,2025-01-22,search,1,2.4209132252286687,5,0,37.03572107089196,2,0
212,2025-01-22,search,1,5.2095717393435415,5,0,67.03430878237215,4,0
213,2025-01-22,search,0,2.467180911616324,5,0,45.24980681098626,3,0
214,2025-01-22,social,1,4.404882397658318,6,0,70.6172747214134,4,0
215,2025-01-22,email,1,3.258346510360843,4,0,62.100146032465446,3,0
216,2025-01-22,social,1,0.5313360272294596,0,0,10.0,4,1
217,2025-01-22,social,0,7.768533760856937,6,0,34.93880550567459,4,0
218,2025-01-22,email,1,2.019757443854306,5,0,64.16577834253084,5,1
219,2025-01-22,search,1,8.29048032122821,6,0,52.27485908217526,3,1
220,2025-01-22,email,1,6.8711420244124595,6,0,34.64366078438224,3,0
221,2025-01-23,search,1,3.943595812220157,2,0,40.49615726759281,4,0
222,2025-01-23,search,0,4.868031476980349,2,0,21.40645069865929,5,1
223,2025-01-23,social,1,5.292220155565111,3,1,48.67440068710406,5,1
224,2025-01-23,social,1,2.8493284205484484,6,0,83.16034589023647,2,0
225,2025-01-23,social,1,2.9578045094681014,4,0,62.07400086098488,2,0
226,2025-01-23,social,1,5.112761799104284,3,0,82.85625501782634,4,0
227,2025-01-23,paid_ad,1,3.285260501219047,3,0,63.235956346849704,2,1
228,2025-01-23,social,1,2.4274491239151645,3,0,65.41219015029037,3,1
229,2025-01-23,email,1,1.7095088461883623,4,0,79.61118031617536,2,0
230,2025-01-23,search,1,4.498668697404641,2,0,55.658948890133395,4,1
231,2025-01-24,email,1,1.9628821018534535,4,1,47.1915901773968,5,0
232,2025-01-24,search,1,6.092639588018653,4,0,65.48986274933019,5,1
233,2025-01-24,search,1,6.449604320650876,6,0,71.80760355682827,3,0
234,2025-01-24,search,0,4.841368787433806,2,1,42.800530359316866,4,0
235,2025-01-24,social,1,5.577905860936648,1,0,39.17646376489956,5,0
236,2025-01-24,email,1,4.85161778621106,5,0,52.082840486463205,2,0
237,2025-01-24,social,1,5.8565078805732975,5,0,62.47248300397493,4,0
238,2025-01-24,social,1,5.684832813295388,6,0,61.97136572992343,3,0
239,2025-01-24,search,1,4.325603323727124,6,0,28.637485997186015,3,0
240,2025-01-24,social,0,6.930249944096005,1,0,78.67409100594982,3,0
241,2025-01-25,paid_ad,1,2.9297746720907516,3,0,40.382526059047244,2,0
242,2025-01-25,paid_ad,1,1.75620699815744,3,1,46.02402504667131,4,1
243,2025-01-25,paid_ad,1,1.6773833244762846,7,1,36.46018460018271,3,1
244,2025-01-25,social,1,2.599731117097954,6,1,90.47493253905631,3,0
245,2025-01-25,social,1,0.4449609905593565,3,0,53.63106005431951,2,0
246,2025-01-25,paid_ad,1,3.9149415582782265,4,0,37.235373789776524,5,0
247,2025-01-25,search,0,5.341674212281417,1,0,62.958853249436686,4,1
248,2025-01-25,paid_ad,0,6.387442435140649,4,0,61.5370366896505,4,1
249,2025-01-25,paid_ad,1,0.6670986320546212,4,1,47.18409464630174,4,0
250,2025-01-25,email,1,1.7263599091730186,1,0,62.609100691750754,3,1
251,2025-01-26,social,1,5.966459332905487,2,1,37.62062058753703,3,1
252,2025-01-26,social,1,2.8575042996397197,6,0,42.60622587576122,4,1
253,2025-01-26,email,0,5.257866776710884,4,1,19.846750181509055,2,0
254,2025-01-26,social,0,1.0482216158281537,2,1,30.140733736706558,2,0
255,2025-01-26,social,1,8.225340368373484,7,0,77.11446208506028,4,0
256,2025-01-26,search,1,0.967339044211024,5,0,74.62142941583471,3,0
257,2025-01-26,paid_ad,1,3.8309211442281166,4,0,50.98682972973444,3,0
258,2025-01-26,search,1,3.9045051215428024,6,0,74.94397170784757,4,0
259,2025-01-26,search,0,2.2182533292744306,7,0,47.59888270087542,3,0
260,2025-01-26,social,1,4.7207637620360074,3,0,46.348845461481375,4,0
261,2025-01-27,search,1,4.816195234451756,5,1,50.847659726983345,4,0
262,2025-01-27,paid_ad,1,4.452674421716457,6,0,48.12617607014652,4,0
263,2025-01-27,social,1,2.184326003196199,2,0,46.772055146597296,4,1
264,2025-01-27,search,1,1.8421046998428874,5,0,67.15097160724329,3,1
265,2025-01-27,email,0,2.384311574829385,2,0,52.252034809343044,3,0
266,2025-01-27,email,0,1.628853512676711,3,0,60.68722646650707,3,0
267,2025-01-27,search,1,7.146462624528196,1,0,65.47070787915996,3,0
268,2025-01-27,email,1,2.5563666823136098,2,0,55.822786934821,5,0
269,2025-01-27,social,1,3.7503045112469686,3,0,35.44593011137642,4,1
270,2025-01-27,social,1,5.9498158836495,3,0,29.707011665539422,3,0
271,2025-01-28,email,1,1.5582786721050403,6,0,52.231709522109576,1,0
272,2025-01-28,email,1,0.9260097185208643,1,0,47.43115542762598,1,1
273,2025-01-28,email,1,1.6339239470168678,5,0,51.31087143380183,3,0
274,2025-01-28,paid_ad,0,4.058261303479881,6,0,49.75918941127121,2,0
275,2025-01-28,search,1,3.8585813219572738,6,1,88.75360490249851,4,0
276,2025-01-28,search,0,4.446566869406018,3,0,30.04660616537993,5,0
277,2025-01-28,email,1,3.0738559629980395,4,0,20.15080595268313,4,0
278,2025-01-28,search,1,0.16925452745504127,5,0,54.985652502794146,3,0
279,2025-01-28,email,0,2.9985077020609596,4,0,44.35366168117707,3,0
280,2025-01-28,email,1,6.4989321557357815,4,1,54.74101804594927,4,1
281,2025-01-29,email,1,7.65206505775894,4,0,58.75824533426002,4,0
282,2025-01-29,social,1,3.5675263454751382,4,0,69.26157042768347,4,1
283,2025-01-29,social,1,3.8691967431039473,5,0,27.391612694240923,5,0
284,2025-01-29,social,0,5.1894271075156855,2,0,41.64923153214256,4,0
285,2025-01-29,search,1,7.508089075482434,3,0,56.43141888321146,4,0
286,2025-01-29,social,1,3.3346967030748695,2,0,61.5569539353084,2,0
287,2025-01-29,search,0,5.139077330830165,1,0,82.90174325432578,4,0
288,2025-01-29,search,1,2.104339680893793,8,0,64.33555956670801,3,0
289,2025-01-29,social,0,1.0705217804677403,1,0,49.148171061705845,3,1
290,2025-01-29,search,0,2.294664477469697,10,0,36.643463705860086,4,0
291,2025-01-30,social,1,8.665846792291951,5,0,41.53565220921472,3,0
292,2025-01-30,social,0,5.21178099244395,6,0,41.1094576556434,2,1
293,2025-01-30,email,1,1.1727595456083573,3,0,59.82850442770641,1,0
294,2025-01-30,social,1,5.381497217551892,6,0,53.85496168378746,1,0
295,2025-01-30,social,1,1.2610718847149511,4,0,30.145256437367316,1,1
296,2025-01-30,search,1,4.402734654016988,3,0,43.4614779636435,2,0
297,2025-01-30,email,0,1.5045959906194868,0,0,63.16321330177131,3,0
298,2025-01-30,social,0,1.1088718202113277,5,0,55.27493532461089,3,0
299,2025-01-30,search,1,9.627941534100348,8,1,58.52966924019156,5,0
300,2025-01-30,social,1,2.554801291585549,2,0,55.743825650858945,3,0
301,2025-01-31,social,0,5.145905417229823,3,0,74.39646101913289,2,0
302,2025-01-31,search,1,3.4401063736847193,6,0,53.54064595736555,4,1
303,2025-01-31,search,0,1.3575280259311022,1,1,44.20965803193953,5,1
304,2025-01-31,search,1,2.7772440631992144,5,0,36.26367438299659,4,0
305,2025-01-31,email,1,1.3686777137222055,5,1,53.74414187314568,3,0
306,2025-01-31,paid_ad,1,14.248915851366796,7,1,13.389439778373733,4,1
307,2025-01-31,search,1,5.7972891462300105,5,0,47.23566497250932,4,0
308,2025-01-31,social,1,3.3916771473039886,1,1,46.91240210117984,4,0
309,2025-01-31,email,1,4.954945328210606,4,0,29.532937195740786,4,0
310,2025-01-31,social,1,5.542626776906635,6,1,36.07601242016006,5,1
311,2025-02-01,search,0,5.552795956710106,1,0,62.14486295222362,5,0
312,2025-02-01,social,1,5.389960808547664,1,0,53.460676236124435,4,1
313,2025-02-01,social,1,5.106780011538774,2,0,51.526825005609915,3,0
314,2025-02-01,paid_ad,1,3.6033022592616133,6,0,54.59521300898034,4,0
315,2025-02-01,email,1,9.145790247576436,4,0,51.38941381923385,4,0
316,2025-02-01,search,1,3.7770980472407474,5,0,68.64293844287472,1,0
317,2025-02-01,search,1,3.466458747696599,8,0,51.85143772555473,5,1
318,2025-02-01,social,1,3.801229989546193,5,0,28.126803292718744,3,1
319,2025-02-01,social,0,4.003726255142518,6,0,74.45194947311616,4,0
320,2025-02-01,social,0,0.6729957949050629,3,0,55.555104009932684,5,1
321,2025-02-02,search,1,1.619138270943448,3,0,41.16119403807399,3,1
322,2025-02-02,email,0,3.0737752216525567,4,0,31.198974225574723,4,0
323,2025-02-02,search,1,0.6361161135135212,4,0,55.93871331437068,2,0
324,2025-02-02,social,1,3.3875533672859834,5,0,48.24241992538437,3,0
325,2025-02-02,paid_ad,1,3.965186963342143,4,0,73.61220179048613,3,0
326,2025-02-02,email,1,1.0234570556631715,5,1,44.81139078999758,3,0
327,2025-02-02,search,0,1.9817272862806345,3,0,37.439288154763,3,0
328,2025-02-02,search,1,7.858390846755223,1,1,63.43694327353893,5,0
329,2025-02-02,search,1,4.990583960491958,3,0,63.87922839075247,5,1
330,2025-02-02,social,1,4.79231556966996,3,0,52.52977051415293,2,1
331,2025-02-03,social,1,7.228852727288566,3,0,60.14535571512363,4,0
332,2025-02-03,email,1,1.6474451251861382,6,1,49.43469318886643,2,0
333,2025-02-03,social,1,1.026499987549131,7,0,53.50797651513871,1,0
334,2025-02-03,social,1,6.587731276224012,5,0,67.47486323845885,2,0
335,2025-02-03,social,1,3.1410492001686703,4,0,59.37977501032254,5,0
336,2025-02-03,social,1,1.6085580416656597,2,0,47.46088342501063,5,0
337,2025-02-03,email,0,0.6670092679442804,0,1,70.28543818889226,3,0
338,2025-02-03,email,1,3.8334459447891023,4,0,14.52716940812731,3,0
339,2025-02-03,search,0,2.8663374163244684,3,0,80.78109967132903,3,0
340,2025-02-03,social,0,2.492970952673866,5,0,24.410613576638973,4,0
341,2025-02-04,search,1,0.2629940988328842,3,0,40.59360762841556,4,1
342,2025-02-04,search,1,9.06714348234335,4,0,49.38623697207397,3,1
343,2025-02-04,social,1,0.8427953819309166,6,0,47.80278993907758,4,0
344,2025-02-04,search,1,2.691154417048065,3,1,65.09616560039832,3,0
345,2025-02-04,social,1,2.3433249445399866,3,0,34.132450720846485,5,0
346,2025-02-04,search,1,5.095598974221678,4,1,53.911502262245946,4,0
347,2025-02-04,search,1,0.675468815687768,5,0,41.32681852670369,3,0
348,2025-02-04,social,1,4.674724817351769,5,0,54.42711469006125,4,0
349,2025-02-04,social,1,3.8475365680087443,4,0,49.02841610303185,4,1
350,2025-02-04,search,0,1.8996047526804716,8,0,51.39403479024467,3,0
351,2025-02-05,search,1,4.558321577081269,6,0,41.75112751303482,3,1
352,2025-02-05,email,1,3.3830175097590005,4,0,42.349040748558764,5,0
353,2025-02-05,search,1,10.49964479373902,3,0,54.309087710411404,3,0
354,2025-02-05,social,1,2.864318839013003,3,0,64.15573258634066,1,0
355,2025-02-05,social,1,1.4234715164984668,4,0,41.02580998703228,4,0
356,2025-02-05,search,1,4.707908632007749,4,0,36.96848683140635,4,0
357,2025-02-05,social,1,2.5885974407998398,3,0,59.201902485077554,4,0
358,2025-02-05,search,1,3.3315040847207262,4,0,49.51244160413466,5,0
359,2025-02-05,paid_ad,1,1.0349655919314913,3,0,62.45747200978928,4,0
360,2025-02-05,search,1,5.1504865097451304,5,0,36.41304179943278,2,0
361,2025-02-06,social,1,2.2610240967408695,2,1,23.308416118648537,4,1
362,2025-02-06,search,1,4.068033884650543,6,0,42.00493877260499,4,0
363,2025-02-06,search,1,12.225174893923636,5,0,38.50471086102476,2,0
364,2025-02-06,search,1,2.7353319430977363,1,0,48.8181739987955,3,0
365,2025-02-06,paid_ad,1,5.6476913312978985,5,0,40.447321785944155,1,1
366,2025-02-06,social,0,2.8869678311393967,4,0,61.11525427004674,4,0
